Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Hiroki Moriya [JPN],9,1,90.0%,3,3,0,100.0%,2010,2022,9,1.38,6.8%,3.7%,59.6%,72.6%,51.9%,64.3%,49.1%,60.8%,47.6%
8,Matthew Ebden [AUS],2,6,25.0%,4,3,1,75.0%,2008,2021,4,0.82,3.4%,3.1%,66.3%,65.9%,43.2%,58.2%,34.2%,50.0%,33.3%
8,Tatsuma Ito [JPN],4,4,50.0%,3,2,1,66.7%,2012,2019,8,1.11,7.6%,3.8%,59.2%,68.4%,53.0%,62.1%,41.9%,67.2%,38.0%
7,Roberto Bautista Agut [ESP],1,6,14.3%,2,1,1,50.0%,2009,2021,6,0.80,6.1%,2.3%,60.8%,63.8%,42.2%,55.3%,35.9%,51.5%,41.5%
7,Greg Jones [AUS],4,3,57.1%,2,0,2,0.0%,2008,2012,3,1.08,2.9%,3.3%,62.0%,70.0%,62.0%,66.9%,35.7%,75.0%,30.8%
6,Taro Daniel [JPN],3,3,50.0%,1,0,1,0.0%,2015,2022,6,1.15,7.7%,3.6%,62.2%,69.8%,48.2%,61.6%,44.1%,50.0%,35.7%
5,Vasek Pospisil [CAN],1,4,20.0%,2,0,2,0.0%,2010,2023,5,0.88,1.8%,3.0%,60.0%,67.7%,48.5%,60.0%,35.3%,48.3%,42.3%
5,Alexei Popyrin [AUS],5,0,100.0%,3,3,0,100.0%,2018,2022,5,1.27,5.3%,2.1%,62.8%,75.7%,56.5%,68.6%,40.0%,71.4%,31.4%
5,Jan Lennard Struff [GER],2,3,40.0%,2,1,1,50.0%,2011,2022,4,0.92,4.9%,4.2%,60.8%,67.4%,47.8%,59.7%,37.2%,65.5%,28.0%
5,Nikoloz Basilashvili [GEO],2,3,40.0%,1,0,1,0.0%,2015,2021,5,1.06,5.2%,2.0%,60.5%,68.1%,51.1%,61.4%,41.0%,63.2%,47.1%
5,Pablo Carreno Busta [ESP],1,4,20.0%,1,0,1,0.0%,2016,2021,5,0.81,4.9%,1.4%,60.4%,63.3%,40.7%,54.4%,36.8%,57.1%,36.4%
5,Frances Tiafoe [USA],3,2,60.0%,3,2,1,66.7%,2016,2020,5,1.01,8.0%,2.7%,60.3%,70.3%,52.9%,63.4%,36.9%,45.7%,35.4%
5,Steve Johnson [USA],1,4,20.0%,4,2,2,50.0%,2016,2019,5,0.82,5.6%,2.8%,57.3%,68.0%,56.6%,63.1%,30.4%,64.9%,22.2%
5,Marco Cecchinato [ITA],1,4,20.0%,1,0,1,0.0%,2011,2019,3,1.02,4.7%,4.7%,52.6%,72.2%,54.2%,63.6%,37.2%,42.9%,38.9%
5,Peter Gojowczyk [GER],4,1,80.0%,2,2,0,100.0%,2012,2019,5,1.10,2.9%,2.9%,62.0%,64.7%,57.1%,61.8%,41.9%,68.2%,52.9%
