Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,71,40,31,56.3%,91-75,54.8%,797-725,52.4%,9-6,60.0%,3,64.9%,27.8%,1.7%,1.7%,67.9%,60.4%,43.0%,54.8%,38.5%,47.4%,0.85
Clay,203,112,91,55.2%,241-213,53.1%,2124-1977,51.8%,21-21,50.0%,2,47.1%,58.8%,0.0%,1.8%,88.5%,53.0%,23.1%,49.6%,53.1%,51.3%,1.05
Carpet,9,5,4,55.6%,11-10,52.4%,101-94,51.8%,3-3,50.0%,0,,,,,,,,,,,
Finals,8,4,4,50.0%,8-10,44.4%,79-88,47.3%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,21,8,13,38.1%,19-30,38.8%,196-243,44.6%,2-1,66.7%,0,,,,,,,,,,,
Quarter-finals,39,21,18,53.8%,45-46,49.5%,424-441,49.0%,6-5,54.5%,0,,,,,,,,,,,
vs Righties,148,75,73,50.7%,165-172,49.0%,1545-1571,49.6%,19-18,51.4%,5,59.3%,37.7%,1.2%,1.7%,73.7%,57.9%,40.6%,53.3%,43.1%,48.6%,0.92
vs Lefties,35,14,21,40.0%,31-44,41.3%,314-351,47.2%,3-2,60.0%,0,,,,,,,,,,,
