Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Clay,43,17,26,39.5%,39-60,39.4%,430-496,46.4%,6-7,46.2%,0,,,,,,,,,,,
Finals,1,1,0,100.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,2-3,40.0%,22-28,44.0%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,4,2,2,50.0%,4-5,44.4%,41-46,47.1%,0-1,0.0%,0,,,,,,,,,,,
vs Righties,21,6,15,28.6%,15-34,30.6%,203-270,42.9%,3-4,42.9%,0,,,,,,,,,,,
vs Lefties,4,1,3,25.0%,2-6,25.0%,28-44,38.9%,0-0,-,0,,,,,,,,,,,
