Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),166,361,112,1689,97,1659,116,1618,127,1540,,,,
2025,110,560,83,1735,73,1709,103,1641,109,1563,,,,
2024,69,776,50,1795,46,1762,70,1688,64,1638,537,90,,
2023,47,955,37,1820,32,1784,56,1714,90,1584,,,,
2022,36,1134,35,1845,32,1820,67,1696,72,1610,,,,
2021,81,823,66,1755,66,1712,73,1683,96,1575,,,,
2020,56,1062,35,1816,28,1789,85,1650,,,467,90,,
2019,73,764,40,1828,36,1794,83,1653,90,1615,289,180,,
2018,75,701,52,1772,42,1751,112,1601,87,1600,338,105,,
2017,166,330,53,1799,46,1766,,,,,,,,
2016,100,604,107,1680,94,1652,134,1572,93,1581,580,90,,
2015,117,495,112,1671,117,1602,107,1612,118,1552,601,90,,
2014,166,310,154,1600,139,1568,191,1495,,,993,29,,
2013,442,87,,,,,,,,,1149,18,,
2012,779,19,,,,,,,,,,,,
2011,884,11,,,,,,,,,,,,
