Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,248,121,127,48.8%,298-310,49.0%,2832-2976,48.8%,48-37,56.5%,238,74.8%,22.6%,2.7%,2.2%,64.3%,65.3%,53.9%,61.2%,37.0%,49.2%,0.95
Clay,49,19,30,38.8%,54-80,40.3%,575-688,45.5%,9-7,56.3%,48,69.0%,22.4%,1.8%,2.1%,66.5%,62.4%,50.9%,58.5%,37.7%,48.0%,0.91
Grass,17,4,13,23.5%,16-37,30.2%,213-290,42.3%,4-5,44.4%,17,72.6%,12.4%,2.3%,1.9%,65.5%,64.6%,53.9%,60.9%,31.4%,46.4%,0.80
Grand Slams,57,19,38,33.3%,74-130,36.3%,851-1079,44.1%,15-13,53.6%,57,69.9%,18.3%,2.4%,2.3%,63.8%,62.9%,51.3%,58.7%,35.2%,47.1%,0.85
Masters,68,29,39,42.6%,69-83,45.4%,695-769,47.5%,9-8,52.9%,67,75.0%,20.7%,2.5%,2.2%,64.9%,65.1%,53.4%,61.0%,35.6%,48.5%,0.91
Other Tours,172,85,87,49.4%,199-200,49.9%,1876-1927,49.3%,34-28,54.8%,168,75.1%,23.6%,2.7%,2.0%,65.2%,65.3%,54.6%,61.6%,37.6%,49.6%,0.98
Best of 5,58,21,37,36.2%,80-129,38.3%,884-1096,44.6%,15-13,53.6%,58,70.3%,19.0%,2.6%,2.3%,64.1%,63.1%,51.6%,59.0%,35.6%,47.3%,0.87
Best of 3,256,123,133,48.0%,288-298,49.1%,2736-2858,48.9%,46-36,56.1%,245,74.9%,23.0%,2.6%,2.1%,65.0%,65.3%,54.0%,61.4%,37.2%,49.3%,0.96
Finals,6,3,3,50.0%,7-8,46.7%,73-83,46.8%,3-1,75.0%,6,78.9%,13.2%,1.7%,1.4%,66.0%,64.5%,57.4%,62.1%,32.8%,48.0%,0.87
Semi-finals,8,6,2,75.0%,13-7,65.0%,101-87,53.7%,1-1,50.0%,8,81.7%,25.5%,3.3%,2.4%,68.5%,69.1%,57.9%,65.6%,37.4%,51.7%,1.09
Quarter-finals,23,8,15,34.8%,18-31,36.7%,215-263,45.0%,5-4,55.6%,22,74.2%,16.2%,2.6%,1.8%,68.1%,65.3%,55.2%,62.0%,33.7%,47.7%,0.89
vs Righties,270,124,146,45.9%,314-366,46.2%,3105-3375,47.9%,49-42,53.8%,261,74.1%,21.7%,2.7%,2.1%,64.5%,65.0%,53.5%,60.9%,36.5%,48.8%,0.93
vs Lefties,42,18,24,42.9%,50-60,45.5%,487-563,46.4%,12-7,63.2%,40,70.6%,22.4%,1.9%,2.4%,66.1%,63.0%,52.0%,59.3%,37.9%,48.6%,0.93
vs Top 10,32,4,28,12.5%,15-64,19.0%,290-456,38.9%,3-7,30.0%,32,65.2%,13.6%,2.5%,2.0%,64.7%,61.3%,48.8%,56.9%,31.2%,44.4%,0.72
