Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Washington R64,W vs Brooksby,1.1%,100.0%,14.9%,75.9%,10.5%,19.4%,5.6%,13.1%,15.0%,0.8%,0.0%,-56,-52
2025 Miami R128,L vs Gaston,0.0%,-,15.2%,57.1%,23.5%,43.8%,100.0%,8.2%,23.1%,1.4%,50.0%,157,122
2025 Australian Open R64,L vs Alcaraz,0.0%,-,6.6%,62.5%,5.6%,14.3%,0.0%,9.1%,28.6%,0.7%,0.0%,-25,-72
2024 Cincinnati R32,L vs Hurkacz,0.0%,-,9.2%,72.2%,12.4%,31.8%,8.3%,10.3%,0.0%,0.7%,0.0%,-8,-21
2024 Atlanta F,W vs Thompson,0.0%,-,12.8%,76.0%,7.9%,11.7%,0.0%,9.0%,28.6%,0.0%,-,-64,-65
2024 Wimbledon R64,L vs Mpetshi Perricard,0.0%,-,8.3%,36.4%,16.0%,27.3%,0.0%,17.9%,21.4%,1.7%,0.0%,9,-41
2023 Paris R32,L vs Rublev,6.1%,100.0%,7.7%,75.0%,12.3%,25.0%,0.0%,13.8%,0.0%,0.7%,0.0%,-78,-104
2023 Shanghai R64,L vs Ruud,0.0%,-,8.1%,50.0%,12.0%,36.4%,0.0%,6.2%,5.9%,3.8%,12.5%,-2,-52
2023 Zhuhai F,L vs Khachanov,0.0%,-,8.1%,70.0%,9.9%,23.8%,8.0%,7.7%,25.0%,0.9%,0.0%,-68,-81
2023 Wimbledon R128,L vs Galan,0.0%,-,13.4%,68.2%,11.0%,21.9%,6.7%,10.6%,18.2%,0.8%,0.0%,58,35
2023 Roland Garros R16,L vs Etcheverry,0.0%,-,8.9%,71.4%,7.7%,10.6%,0.0%,7.5%,19.2%,1.1%,25.0%,-83,-97
2023 Roland Garros R32,W vs Seyboth Wild,0.0%,-,11.4%,71.4%,9.6%,25.6%,8.7%,8.2%,11.4%,1.1%,33.3%,-28,-28
2023 Indian Wells R64,L vs Garin,0.0%,-,11.5%,54.5%,1.4%,0.0%,0.0%,6.1%,14.3%,0.0%,-,-51,-84
2023 Adelaide R32,W vs Rune,1.2%,0.0%,7.7%,42.9%,10.5%,25.0%,0.0%,13.6%,33.3%,0.4%,0.0%,-71,-95
2022 Paris R32,L vs Alcaraz,3.4%,100.0%,10.5%,72.7%,11.4%,5.3%,11.1%,10.5%,20.0%,1.4%,50.0%,-67,-84
2022 Paris R64,W vs Karatsev,0.0%,-,5.1%,85.7%,8.8%,11.1%,0.0%,9.9%,15.4%,0.0%,-,-115,-137
2022 Seoul F,W vs Shapovalov,0.0%,-,8.4%,61.5%,5.4%,11.1%,0.0%,6.7%,33.3%,0.0%,-,-142,-125
2022 Seoul QF,W vs Ruud,7.1%,80.0%,12.9%,75.0%,6.0%,18.2%,0.0%,5.8%,5.3%,0.7%,50.0%,-76,-98
2022 US Open R128,L vs Davidovich Fokina,0.0%,-,7.2%,53.8%,4.7%,8.6%,0.0%,4.5%,7.1%,0.3%,0.0%,-59,-60
2022 Canada R64,W vs Paire,0.0%,-,7.4%,66.7%,4.1%,0.0%,16.7%,8.2%,27.3%,0.0%,-,-116,-152
Career (52 matches),,0.5%,71.4%,8.5%,66.1%,8.5%,16.0%,5.4%,8.4%,15.6%,0.7%,24.5%,-73,-80
