Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Washington R64,W vs Brooksby,15.4%,22.0%,54.9%,20.1%,26.2%,38.1%,67.7%,36.4%,15.0%,59.1%,0.0%,7.0%,9.3%,45.0%,-51
2025 Miami R128,L vs Gaston,17.0%,34.0%,50.0%,26.6%,29.6%,40.7%,52.6%,46.3%,28.6%,69.2%,66.7%,0.0%,29.4%,47.1%,-118
2025 Australian Open R64,L vs Alcaraz,19.7%,27.9%,39.1%,22.5%,24.2%,27.3%,44.0%,29.4%,7.1%,52.6%,66.7%,16.0%,32.0%,33.3%,39
2024 Cincinnati R32,L vs Hurkacz,28.0%,37.8%,51.7%,33.2%,31.5%,42.6%,48.6%,39.3%,29.2%,63.3%,100.0%,22.2%,29.6%,57.1%,-25
2024 Atlanta F,W vs Thompson,20.9%,29.1%,60.5%,27.4%,24.3%,33.8%,64.3%,33.9%,24.2%,56.1%,0.0%,14.3%,20.0%,53.3%,-37
2024 Wimbledon R64,L vs Mpetshi Perricard,26.9%,37.3%,38.8%,35.7%,28.0%,42.0%,41.7%,39.8%,3.8%,79.2%,100.0%,23.5%,23.5%,30.8%,-79
2023 Paris R32,L vs Rublev,25.5%,39.2%,56.8%,36.1%,28.6%,45.7%,68.0%,44.0%,46.2%,63.6%,100.0%,20.0%,26.7%,33.3%,16
2023 Shanghai R64,L vs Ruud,15.0%,23.3%,38.0%,22.3%,21.6%,32.4%,44.8%,33.5%,17.6%,65.0%,20.0%,4.5%,9.1%,28.6%,-70
2023 Zhuhai F,L vs Khachanov,16.1%,24.2%,42.3%,21.1%,22.6%,38.7%,41.7%,32.6%,16.7%,57.9%,75.0%,9.7%,9.7%,42.9%,-79
2023 Wimbledon R128,L vs Galan,23.4%,32.5%,42.6%,30.6%,30.2%,37.7%,45.9%,40.8%,16.0%,67.9%,100.0%,10.5%,26.3%,35.3%,-18
2023 Roland Garros R16,L vs Etcheverry,9.6%,15.1%,50.0%,11.9%,11.9%,14.3%,40.5%,16.0%,29.4%,48.0%,66.7%,6.9%,17.2%,63.0%,-47
2023 Roland Garros R32,W vs Seyboth Wild,18.8%,25.5%,52.1%,25.1%,24.0%,31.7%,54.4%,33.1%,11.5%,63.5%,100.0%,7.3%,12.2%,47.4%,-43
2023 Indian Wells R64,L vs Garin,24.5%,24.5%,44.1%,28.2%,28.1%,28.1%,34.8%,33.8%,20.0%,52.9%,66.7%,21.4%,21.4%,63.6%,76
2023 Adelaide R32,W vs Rune,20.9%,32.6%,56.7%,28.1%,18.5%,37.0%,59.1%,30.0%,29.2%,63.3%,50.0%,33.3%,33.3%,50.0%,157
2022 Paris R32,L vs Alcaraz,18.6%,28.8%,54.2%,29.0%,14.6%,26.8%,65.7%,29.5%,35.0%,61.9%,100.0%,27.8%,33.3%,23.1%,-79
2022 Paris R64,W vs Karatsev,26.5%,32.5%,52.5%,31.1%,29.8%,36.8%,55.0%,36.5%,29.2%,51.5%,60.0%,19.2%,23.1%,47.6%,-79
2022 Seoul F,W vs Shapovalov,20.3%,24.1%,56.5%,25.3%,25.9%,29.3%,48.8%,32.8%,22.2%,45.2%,50.0%,5.0%,10.0%,73.7%,-66
2022 Seoul QF,W vs Ruud,19.2%,27.4%,59.3%,25.8%,22.2%,33.3%,52.4%,31.1%,18.2%,62.5%,66.7%,10.5%,10.5%,76.5%,-79
2022 US Open R128,L vs Davidovich Fokina,17.0%,20.2%,42.7%,20.5%,24.0%,30.0%,42.1%,30.6%,17.4%,59.3%,60.0%,9.8%,9.8%,43.2%,-18
2022 Canada R64,W vs Paire,23.5%,27.9%,58.8%,24.3%,22.6%,24.5%,58.5%,23.6%,25.9%,38.5%,40.0%,28.6%,42.9%,60.0%,22
Career (52 matches),,18.8%,26.3%,51.1%,24.1%,21.4%,30.1%,52.2%,29.6%,17.2%,55.5%,58.7%,15.2%,20.8%,49.1%,23
