Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Washington R64,W vs Brooksby,75.0%,57.7%,5.8%,3/3,2.20,11.3%,70.4%,52.6%,3.7%,2.10,22.6%,88.9%,62.5%,8.9%,2.28,2.5%
2025 Miami R128,L vs Gaston,77.8%,40.0%,4.4%,1/1,2.13,8.3%,72.7%,50.0%,0.0%,2.05,5.3%,90.5%,31.6%,9.5%,2.21,11.8%
2025 Australian Open R64,L vs Alcaraz,46.7%,28.6%,8.3%,1/4,2.12,15.2%,36.1%,30.8%,0.0%,2.02,16.0%,71.4%,26.7%,23.8%,2.24,14.3%
2024 Cincinnati R32,L vs Hurkacz,56.1%,57.8%,1.8%,1/1,2.05,12.7%,41.8%,60.7%,0.0%,2.03,20.6%,85.7%,55.6%,4.8%,2.10,0.0%
2024 Atlanta F,W vs Thompson,62.8%,50.0%,2.3%,0/2,2.26,7.0%,52.5%,43.8%,1.6%,2.42,10.7%,88.0%,59.1%,4.0%,1.97,0.0%
2024 Wimbledon R64,L vs Mpetshi Perricard,29.2%,42.1%,3.1%,1/1,2.40,8.2%,28.9%,38.5%,2.2%,2.28,11.1%,37.5%,50.0%,6.3%,2.73,0.0%
2023 Paris R32,L vs Rublev,58.5%,32.3%,7.5%,3/1,-,8.1%,48.5%,6.3%,3.0%,-,12.0%,83.3%,60.0%,16.7%,-,0.0%
2023 Shanghai R64,L vs Ruud,64.1%,28.0%,2.6%,1/0,-,10.0%,58.8%,25.0%,0.0%,-,17.2%,100.0%,40.0%,20.0%,-,0.0%
2023 Zhuhai F,L vs Khachanov,62.3%,42.1%,0.0%,0/0,2.63,11.5%,56.4%,40.9%,0.0%,2.21,25.0%,84.2%,43.8%,0.0%,2.98,0.0%
2023 Wimbledon R128,L vs Galan,60.9%,47.2%,1.1%,0/1,2.35,7.4%,49.0%,40.0%,2.0%,2.34,10.8%,87.5%,53.6%,0.0%,2.38,0.0%
2023 Roland Garros R16,L vs Etcheverry,70.6%,40.0%,1.2%,1/0,2.35,1.6%,57.1%,25.0%,0.0%,2.24,2.7%,96.6%,57.1%,3.4%,2.50,0.0%
2023 Roland Garros R32,W vs Seyboth Wild,77.8%,42.3%,1.9%,0/3,2.37,8.7%,79.4%,42.9%,1.0%,2.40,7.8%,88.5%,41.3%,3.8%,2.32,10.5%
2023 Indian Wells R64,L vs Garin,61.7%,41.4%,4.3%,2/0,-,5.9%,50.0%,37.5%,6.3%,-,8.7%,92.9%,46.2%,0.0%,-,0.0%
2023 Adelaide R32,W vs Rune,57.9%,56.4%,3.2%,1/2,-,20.0%,53.4%,58.1%,3.4%,-,22.7%,82.8%,54.2%,3.4%,-,12.5%
2022 Paris R32,L vs Alcaraz,56.5%,30.8%,13.0%,2/4,2.15,6.3%,47.1%,31.3%,2.9%,2.19,8.6%,90.9%,30.0%,45.5%,2.04,0.0%
2022 Paris R64,W vs Karatsev,61.8%,44.1%,7.3%,1/3,-,6.6%,56.3%,38.9%,6.3%,-,10.0%,88.9%,50.0%,11.1%,-,0.0%
2022 Seoul F,W vs Shapovalov,71.1%,35.2%,0.0%,0/0,2.35,3.2%,75.0%,27.8%,0.0%,2.55,4.7%,81.8%,50.0%,0.0%,1.89,0.0%
2022 Seoul QF,W vs Ruud,70.7%,55.2%,2.4%,1/1,-,22.0%,68.5%,54.1%,3.7%,-,31.0%,80.8%,57.1%,0.0%,-,0.0%
2022 US Open R128,L vs Davidovich Fokina,54.7%,53.2%,2.3%,0/2,2.09,8.0%,50.0%,39.1%,4.3%,2.08,15.8%,72.7%,66.7%,0.0%,2.09,0.0%
2022 Canada R64,W vs Paire,59.3%,62.5%,3.7%,0/2,-,5.9%,50.0%,52.9%,0.0%,-,7.3%,88.2%,73.3%,11.8%,-,0.0%
Career (52 matches),,65.2%,46.4%,3.3%,47.4%,2.29,11.3%,58.9%,40.6%,1.9%,2.29,16.2%,84.9%,53.7%,6.3%,2.29,2.4%
