Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Washington R64,W vs Brooksby,4.5,4.5,4.5,46.3%,50.9%,60.9%,77.3%,56.9%,15.5%,19.0,9.7,7.5,6.0
2025 Miami R128,L vs Gaston,3.9,3.8,3.9,44.9%,45.2%,37.5%,75.0%,48.3%,9.2%,1.0,1.5,0.5,0.7
2025 Australian Open R64,L vs Alcaraz,3.3,3.9,2.7,35.0%,28.0%,54.5%,0.0%,56.8%,19.0%,-6.5,-9.4,-4.0,-8.0
2024 Cincinnati R32,L vs Hurkacz,3.6,4.5,2.9,42.4%,52.9%,70.6%,46.2%,62.0%,11.7%,11.5,7.3,-1.5,-1.8
2024 Atlanta F,W vs Thompson,5.1,5.7,4.3,48.9%,46.9%,67.9%,56.0%,65.2%,5.6%,14.0,5.5,7.5,5.8
2024 Wimbledon R64,L vs Mpetshi Perricard,2.9,4.1,1.6,38.9%,33.3%,37.5%,25.0%,51.7%,17.5%,3.5,6.0,1.5,3.4
2023 Paris R32,L vs Rublev,3.6,3.5,3.7,43.1%,43.8%,44.4%,57.1%,61.7%,27.8%,3.5,4.9,2.5,6.6
2023 Shanghai R64,L vs Ruud,5.2,5.7,4.4,36.0%,31.6%,35.7%,37.5%,49.3%,15.1%,7.5,8.4,-6.5,-7.2
2023 Zhuhai F,L vs Khachanov,4.4,5.2,3.7,40.3%,41.9%,40.0%,46.7%,56.4%,14.6%,-1.0,-0.9,0.5,0.6
2023 Wimbledon R128,L vs Galan,3.6,3.7,3.6,42.0%,43.6%,40.0%,60.0%,60.7%,5.3%,-5.0,-3.7,2.5,2.8
2023 Roland Garros R16,L vs Etcheverry,5.5,6.5,4.8,29.2%,44.1%,45.8%,57.1%,57.6%,5.6%,2.5,1.2,9.5,6.6
2023 Roland Garros R32,W vs Seyboth Wild,4.4,4.5,4.3,49.3%,46.0%,55.0%,46.4%,46.8%,5.4%,-8.5,-3.6,3.5,1.3
2023 Indian Wells R64,L vs Garin,4.2,4.3,4.1,37.0%,47.4%,46.2%,50.0%,57.8%,8.8%,0.0,0.0,-5.5,-9.0
2023 Adelaide R32,W vs Rune,3.8,4.6,3.1,46.8%,64.7%,47.8%,46.2%,63.3%,11.1%,16.5,10.4,8.5,9.7
2022 Paris R32,L vs Alcaraz,3.8,4.6,2.7,38.7%,48.1%,75.0%,37.5%,62.0%,9.3%,2.5,2.9,4.0,8.2
2022 Paris R64,W vs Karatsev,4.1,5.2,2.5,55.4%,50.0%,61.1%,36.4%,48.4%,15.5%,6.5,7.4,6.5,7.0
2022 Seoul F,W vs Shapovalov,5.1,5.5,4.6,53.3%,43.6%,47.4%,45.5%,58.6%,6.0%,4.0,2.2,1.5,1.2
2022 Seoul QF,W vs Ruud,4.8,5.8,3.9,46.3%,53.3%,60.0%,75.0%,49.5%,9.9%,11.5,8.6,-0.5,-0.4
2022 US Open R128,L vs Davidovich Fokina,3.9,4.6,3.2,40.2%,51.0%,56.3%,37.5%,56.6%,5.6%,-5.0,-3.3,-3.0,-2.6
2022 Canada R64,W vs Paire,4.4,5.6,2.8,53.4%,56.0%,81.8%,53.8%,55.6%,11.5%,6.0,5.4,6.5,7.7
Career (52 matches),,4.5,5.3,3.8,45.0%,46.6%,54.5%,50.8%,53.5%,10.6%,5.0,3.5,3.6,3.1
