Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Kecmanovic,94.5,102.2,8.7,105.5,99.9,118,79,85.1,5.4,83.0,85.0,94,63
2023 US Open R128,L vs Wawrinka,94.9,104.8,9.3,108.8,109.7,126,91,84.1,3.2,85.0,80.7,91,77
2022 US Open R128,L vs Davidovich Fokina,92.4,102.6,7.5,105.8,98.2,115,77,80.5,4.0,82.5,80.0,89,71
2021 US Open R128,L vs Sock,95.6,101.8,10.0,102.2,97.3,124,62,80.5,4.6,81.5,80.6,90,66
2021 Wimbledon R128,W vs Isner,96.1,101.1,5.1,105.0,98.2,119,90,82.2,4.4,81.2,,91,67
2020 US Open R128,L vs Murray,94.3,99.5,10.2,102.6,97.0,120,64,82.0,3.9,81.4,81.7,90,70
2019 US Open R128,W vs Giron,90.8,98.2,7.6,101.1,94.8,120,82,78.4,5.0,78.3,78.5,88,64
2019 Roland Garros R64,L vs Del Potro,90.9,97.3,8.9,,,120,68,78.8,3.2,,,85,71
2018 US Open R128,L vs Federer,96.0,104.8,6.8,106.5,96.7,122,92,82.7,3.4,82.4,83.4,90,75
2018 Wimbledon R128,L vs Cilic,91.8,101.2,7.2,103.4,95.5,116,87,82.8,3.1,82.8,80.0,92,74
2017 Australian Open R64,L vs Bautista Agut,88.6,95.4,10.1,99.3,92.5,113,74,76.4,4.3,76.0,,83,66
2017 Australian Open R128,W vs Bolt,92.9,101.7,7.3,103.7,93.2,115,85,79.6,4.0,81.3,80.0,87,70
2016 US Open R128,L vs Anderson,95.0,101.3,7.7,,,114,80,82.2,3.8,,,89,71
2016 Australian Open R128,L vs Cuevas,90.8,98.6,9.5,,,119,73,78.3,3.9,,,88,71
2015 US Open R64,L vs Bellucci,89.0,96.9,5.7,,,111,87,80.2,3.0,,,86,72
2015 US Open R128,W vs Mathieu,92.2,98.4,8.3,,,121,75,79.5,3.5,,,87,71
2015 Roland Garros R128,L vs Berdych,94.2,101.1,5.1,,,113,90,82.0,3.6,,,90,76
2014 US Open R128,L vs Lorenzi,87.1,95.0,10.0,,,113,74,76.1,3.9,,,85,69
Career (18 matches),,92.9,100.1,8.1,103.8,96.7,126,62,80.9,3.9,81.7,81.9,94,63
