Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,23,11,12,47.8%,9,5,4,55.6%,2015,2026,R16,23,0.93,3.0%,2.2%,62.8%,63.2%,53.0%,59.4%,37.7%,53.5%,39.4%
Roland Garros,10,Clay,21,11,10,52.4%,8,5,3,62.5%,2015,2025,R16,18,0.95,2.0%,2.1%,66.1%,63.2%,51.0%,59.1%,38.7%,60.6%,34.8%
Wimbledon,9,Grass,15,6,9,40.0%,6,4,2,66.7%,2015,2025,R64,10,0.71,1.8%,1.5%,66.4%,63.6%,53.6%,60.2%,28.3%,51.5%,23.6%
US Open,11,Hard,19,8,11,42.1%,8,2,6,25.0%,2014,2025,R64,16,0.85,3.4%,2.9%,59.0%,63.8%,50.6%,58.4%,35.2%,59.2%,35.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Davis Cup,7,,17,11,6,64.7%,3,3,0,100.0%,2016,2026,,11,1.10,2.3%,1.7%,64.6%,67.2%,52.6%,62.1%,41.6%,55.1%,52.1%
Delray Beach,10,Hard,23,13,10,56.5%,4,3,1,75.0%,2015,2026,F,22,1.00,4.1%,2.1%,61.8%,66.5%,54.2%,61.8%,38.1%,62.0%,40.8%
Shanghai Masters,5,Hard,11,6,5,54.5%,1,1,0,100.0%,2015,2025,R32,10,1.00,4.0%,0.6%,67.3%,68.8%,53.5%,63.8%,36.4%,61.8%,45.5%
Tokyo,8,Hard,10,2,8,20.0%,6,2,4,33.3%,2015,2025,R16,10,0.79,3.6%,2.1%,64.5%,63.5%,49.7%,58.6%,32.6%,63.5%,32.8%
Winston-Salem,2,Hard,4,2,2,50.0%,0,0,0,-,2016,2025,R64,4,1.02,4.1%,0.9%,65.8%,64.4%,53.9%,60.8%,40.2%,54.2%,68.4%
Cincinnati Masters,6,Hard,18,12,6,66.7%,5,1,4,20.0%,2018,2025,QF,17,1.04,3.5%,1.7%,66.1%,67.6%,56.4%,63.8%,37.8%,64.8%,35.3%
Canada Masters,7,Hard,13,6,7,46.2%,5,3,2,60.0%,2018,2025,R32,13,0.90,1.8%,3.0%,66.6%,65.1%,52.2%,60.8%,35.2%,68.0%,37.5%
