Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Stuttgart R32,L vs Barrere,2.9,2.8,2.9,40.5%,51.6%,45.5%,100.0%,50.8%,23.0%,-4.5,-9.0,2.0,4.4
2022 US Open R128,L vs Hurkacz,3.0,3.2,2.6,44.1%,37.5%,43.8%,66.7%,52.3%,16.9%,-4.0,-4.8,-0.5,-0.8
2022 Stuttgart SF,L vs Berrettini,2.6,2.7,2.4,48.3%,41.9%,50.0%,66.7%,53.3%,36.7%,8.0,18.6,1.5,5.0
2022 Munich SF,L vs Rune,4.5,4.3,4.8,44.6%,39.4%,58.3%,43.8%,53.1%,19.0%,-4.5,-4.8,0.0,0.0
2022 Indian Wells R64,L vs Hurkacz,3.4,3.4,3.4,39.8%,53.6%,50.0%,66.7%,44.8%,19.6%,6.0,7.9,-2.0,-2.6
2021 Ismaning CH F,W vs Lacko,3.3,2.9,3.6,59.2%,71.4%,38.9%,50.0%,49.7%,25.0%,4.5,6.6,11.0,18.3
2021 Prague CH F,L vs Griekspoor,3.7,3.7,3.7,55.8%,41.3%,31.6%,33.3%,47.6%,21.1%,7.5,6.1,3.5,3.0
2017 Lisbon CH SF,W vs Balazs,3.7,3.8,3.7,55.4%,50.0%,71.4%,57.1%,40.9%,14.4%,-2.0,-3.4,12.0,13.8
2017 Qingdao CH F,L vs Tipsarevic,5.8,5.8,5.7,52.3%,45.5%,54.5%,33.3%,41.8%,14.1%,5.5,4.1,-2.0,-1.2
Career (9 matches),,3.7,3.7,3.6,48.7%,46.6%,48.5%,44.7%,47.3%,19.3%,1.8,2.3,2.8,3.5
