Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Stuttgart R32,L vs Barrere,29.2%,35.4%,50.0%,35.5%,43.8%,46.9%,55.6%,56.6%,46.7%,47.1%,100.0%,20.0%,32.0%,45.0%,49
2022 US Open R128,L vs Hurkacz,26.3%,34.7%,50.8%,30.4%,42.2%,48.9%,50.0%,50.9%,48.0%,55.0%,50.0%,14.0%,25.6%,51.4%,14
2022 Stuttgart SF,L vs Berrettini,42.7%,61.0%,55.6%,52.2%,50.0%,70.7%,55.2%,63.4%,51.9%,29.0%,0.0%,27.3%,40.9%,56.3%,47
2022 Munich SF,L vs Rune,18.8%,30.4%,49.1%,29.1%,20.4%,34.7%,51.3%,34.9%,60.0%,70.8%,80.0%,15.8%,21.1%,43.8%,-3
2022 Indian Wells R64,L vs Hurkacz,30.8%,42.3%,51.1%,36.2%,44.1%,61.8%,57.9%,56.5%,56.3%,55.6%,100.0%,24.3%,32.4%,46.4%,107
2021 Ismaning CH F,W vs Lacko,56.5%,65.2%,70.0%,60.9%,71.9%,84.4%,66.7%,78.1%,47.1%,46.7%,-,21.4%,21.4%,72.7%,-79
2021 Prague CH F,L vs Griekspoor,31.4%,42.2%,42.4%,36.6%,35.6%,47.5%,39.5%,44.6%,60.7%,16.1%,0.0%,28.2%,38.5%,46.4%,62
2017 Lisbon CH SF,W vs Balazs,33.9%,44.1%,57.6%,37.5%,47.2%,55.6%,52.6%,53.1%,78.6%,68.2%,-,17.6%,35.3%,64.3%,25
2017 Qingdao CH F,L vs Tipsarevic,17.4%,24.4%,51.5%,23.7%,18.0%,27.9%,56.0%,26.9%,51.9%,52.9%,87.5%,20.0%,20.0%,37.5%,73
Career (9 matches),,30.6%,41.1%,51.3%,36.8%,39.2%,51.2%,52.2%,49.5%,55.2%,47.2%,64.0%,21.2%,30.5%,50.0%,83
