Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Stuttgart R32,L vs Barrere,8.6%,60.0%,18.9%,56.5%,16.7%,15.4%,0.0%,12.9%,18.2%,0.8%,0.0%,17,91
2022 US Open R128,L vs Hurkacz,3.6%,66.7%,17.2%,55.2%,13.7%,9.7%,0.0%,15.6%,33.3%,2.3%,0.0%,79,98
2022 Stuttgart SF,L vs Berrettini,28.1%,66.7%,18.6%,69.0%,31.6%,37.5%,0.0%,22.2%,20.0%,1.0%,100.0%,51,71
2022 Munich SF,L vs Rune,7.6%,80.0%,24.6%,61.3%,10.1%,8.0%,0.0%,7.5%,25.0%,2.3%,20.0%,-5,-15
2022 Indian Wells R64,L vs Hurkacz,7.0%,60.0%,15.4%,70.8%,14.5%,9.5%,50.0%,12.7%,27.3%,1.0%,0.0%,-27,26
2021 Ismaning CH F,W vs Lacko,0.0%,-,6.7%,62.5%,23.4%,28.6%,50.0%,11.8%,40.0%,0.0%,-,-7,61
2021 Prague CH F,L vs Griekspoor,0.0%,-,5.6%,54.5%,14.1%,23.8%,50.0%,11.6%,40.0%,3.4%,20.0%,-36,-13
2017 Lisbon CH SF,W vs Balazs,5.5%,100.0%,14.3%,88.2%,12.1%,18.2%,0.0%,9.3%,100.0%,3.4%,33.3%,-39,20
2017 Qingdao CH F,L vs Tipsarevic,1.3%,100.0%,10.7%,75.0%,7.2%,19.4%,0.0%,6.4%,14.8%,3.3%,25.0%,-115,-89
Career (9 matches),,6.6%,70.0%,14.3%,65.4%,13.9%,17.9%,12.0%,10.3%,25.9%,2.3%,22.0%,-23,16
