Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,5,1,4,20.0%,6-9,40.0%,73-77,48.7%,1-2,33.3%,5,79.5%,18.9%,8.9%,5.6%,55.0%,76.2%,45.6%,62.4%,36.1%,49.4%,0.96,R16 (Koblenz)
2023,6,1,5,16.7%,3-11,21.4%,60-84,41.7%,2-2,50.0%,6,75.7%,7.1%,11.6%,7.5%,54.1%,78.6%,41.6%,61.6%,28.9%,46.1%,0.75,R16 (Ismaning)
2022,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,80.0%,7.1%,14.7%,7.4%,51.6%,85.7%,39.1%,63.2%,26.6%,46.6%,0.72,R32 (Phoenix)
2021,45,31,14,68.9%,69-33,67.6%,547-460,54.3%,12-4,75.0%,45,83.2%,24.1%,13.4%,5.1%,58.9%,79.5%,49.2%,67.0%,38.6%,52.3%,1.17,W (3x)
2020,21,14,7,66.7%,28-18,60.9%,236-186,55.9%,1-2,33.3%,21,83.9%,27.5%,11.4%,4.9%,51.2%,78.4%,52.6%,65.8%,40.5%,52.8%,1.18,W (Aix En Provence)
2019,55,30,25,54.5%,64-56,53.3%,602-564,51.6%,13-10,56.5%,55,78.2%,24.8%,10.3%,6.6%,58.6%,75.1%,47.0%,63.5%,38.9%,51.0%,1.06,F (2x)
2018,53,28,25,52.8%,67-60,52.8%,622-605,50.7%,11-7,61.1%,53,76.6%,24.0%,10.4%,6.3%,60.2%,72.1%,46.1%,61.8%,38.5%,50.2%,1.01,F (Ilkley)
2017,44,29,15,65.9%,63-40,61.2%,530-432,55.1%,6-9,40.0%,44,78.1%,31.9%,7.8%,6.8%,60.8%,73.1%,46.4%,62.7%,41.5%,52.4%,1.11,W (Lisbon)
2016,4,0,4,0.0%,0-8,0.0%,19-48,28.4%,0-0,-,4,53.1%,5.7%,6.6%,6.1%,61.1%,62.0%,37.7%,52.5%,30.2%,41.0%,0.64,R32 (4x)
2015,2,0,2,0.0%,1-4,20.0%,20-25,44.4%,0-0,-,2,69.6%,18.2%,3.3%,7.6%,52.7%,61.9%,47.1%,54.9%,34.9%,46.6%,0.77,R32 (2x)
Career,236,134,102,56.8%,302-241,55.6%,2722-2497,52.2%,46-36,56.1%,236,78.8%,24.9%,10.4%,6.2%,58.5%,74.9%,47.3%,63.4%,38.8%,51.1%,1.06,
