Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,15,32,31.9%,48-72,40.0%,574-626,47.8%,7-16,30.4%,42,79.1%,17.9%,11.2%,5.0%,56.4%,75.3%,48.9%,63.8%,35.1%,49.5%,0.97
Clay,21,9,12,42.9%,27-32,45.8%,274-274,50.0%,2-4,33.3%,21,76.1%,24.1%,6.6%,4.1%,56.9%,71.8%,48.2%,61.6%,38.4%,50.0%,1.00
Grass,18,10,8,55.6%,23-23,50.0%,244-246,49.8%,10-6,62.5%,17,86.5%,12.5%,12.4%,7.0%,59.1%,80.1%,49.0%,67.4%,31.4%,49.6%,0.96
Grand Slams,21,9,12,42.9%,36-41,46.8%,360-381,48.6%,5-5,50.0%,21,77.2%,19.8%,9.3%,5.4%,58.6%,74.4%,45.8%,62.5%,36.1%,49.5%,0.96
Masters,11,4,7,36.4%,9-16,36.0%,114-130,46.7%,0-3,0.0%,11,81.0%,13.3%,10.5%,4.7%,52.4%,78.7%,51.6%,65.8%,33.5%,49.0%,0.98
Other Tours,49,21,28,42.9%,51-60,45.9%,567-567,50.0%,14-15,48.3%,48,81.6%,18.3%,10.9%,5.2%,57.2%,75.7%,49.9%,64.7%,34.8%,50.0%,0.99
Best of 5,21,9,12,42.9%,36-41,46.8%,360-381,48.6%,5-5,50.0%,21,77.2%,19.8%,9.3%,5.4%,58.6%,74.4%,45.8%,62.5%,36.1%,49.5%,0.96
Best of 3,65,25,40,38.5%,62-86,41.9%,732-765,48.9%,14-21,40.0%,59,81.5%,17.4%,10.8%,5.1%,56.4%,76.2%,50.2%,64.9%,34.6%,49.8%,0.98
Semi-finals,3,0,3,0.0%,0-6,0.0%,29-39,42.6%,0-3,0.0%,3,84.4%,6.1%,14.0%,2.8%,66.4%,72.5%,51.4%,65.4%,26.8%,46.3%,0.77
Quarter-finals,4,3,1,75.0%,4-3,57.1%,39-36,52.0%,2-0,100.0%,3,83.3%,18.9%,12.3%,6.9%,56.7%,79.7%,44.2%,64.4%,35.1%,50.8%,0.99
vs Righties,75,28,47,37.3%,82-116,41.4%,950-1020,48.2%,13-26,33.3%,71,79.7%,17.5%,9.8%,5.2%,56.9%,75.1%,49.0%,63.9%,34.7%,49.4%,0.96
vs Lefties,11,6,5,54.5%,16-11,59.3%,142-126,53.0%,6-0,100.0%,9,82.6%,24.8%,13.8%,5.4%,59.6%,79.0%,46.1%,65.7%,38.6%,52.1%,1.13
vs Top 10,10,0,10,0.0%,4-25,13.8%,108-169,39.0%,1-4,20.0%,9,74.0%,4.7%,7.6%,4.5%,58.8%,69.5%,48.0%,60.6%,26.6%,44.3%,0.68
