Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,8,3,5,37.5%,3,2,1,66.7%,2018,2023,R64,8,0.98,13.6%,5.2%,60.6%,74.0%,46.1%,63.0%,36.3%,59.4%,45.8%
Roland Garros,7,Clay,20,11,9,55.0%,4,1,3,25.0%,2017,2023,R64,14,1.09,7.2%,3.5%,56.4%,70.8%,51.8%,62.5%,40.9%,60.9%,35.3%
Wimbledon,6,Grass,17,11,6,64.7%,7,4,3,57.1%,2017,2023,R32,15,1.10,12.0%,7.0%,60.4%,78.6%,48.2%,66.6%,36.8%,66.7%,44.6%
US Open,4,Hard,11,7,4,63.6%,7,5,2,71.4%,2018,2022,R16,11,1.02,11.0%,6.1%,56.9%,76.2%,46.7%,63.5%,37.1%,53.9%,41.4%
Davis Cup,2,,5,0,5,0.0%,3,0,3,0.0%,2022,2023,,0,,,,,,,,,,
Halle,3,Grass,8,5,3,62.5%,7,5,2,71.4%,2022,2024,SF,8,1.02,15.1%,6.3%,56.7%,81.9%,50.8%,68.5%,32.2%,75.0%,35.1%
Stuttgart,2,Grass,5,3,2,60.0%,6,4,2,66.7%,2022,2023,SF,4,0.85,12.6%,5.3%,62.8%,81.5%,57.1%,72.4%,23.5%,75.0%,14.3%
Munich,2,Clay,6,4,2,66.7%,2,2,0,100.0%,2022,2023,SF,6,1.19,5.0%,3.7%,61.0%,73.8%,55.0%,66.5%,39.7%,72.7%,37.5%
Monte Carlo Masters,2,Clay,5,2,3,40.0%,4,3,1,75.0%,2022,2023,R64,5,0.95,7.3%,4.9%,49.8%,67.6%,47.1%,57.3%,40.7%,56.5%,37.5%
Miami Masters,2,Hard,3,1,2,33.3%,2,0,2,0.0%,2022,2023,R64,3,0.96,12.8%,3.9%,60.9%,81.7%,52.9%,70.4%,28.6%,62.5%,22.2%
Indian Wells Masters,2,Hard,4,2,2,50.0%,0,0,0,-,2022,2023,R64,4,1.00,8.2%,5.2%,48.7%,77.7%,49.6%,63.3%,36.9%,44.4%,34.6%
