Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2001,,,,,,,,,,,1536,1,,
1996,409,69,165,1628,114,1656,106,1684,,,114,581,,
1995,121,,90,1768,61,1747,59,1784,61,1671,61,1039,,
1994,28,,34,1892,30,1851,24,1892,32,1750,33,1492,,
1993,17,,29,1914,29,1859,18,1924,30,1755,59,1055,,
1992,23,,23,1950,52,1780,12,1974,,,49,951,,
1991,8,,18,1951,31,1834,8,2006,19,1800,74,651,,
1990,34,,54,1821,69,1712,35,1833,47,1700,82,615,,
1989,74,,71,1783,,,41,1789,62,1663,108,,,
1988,127,,97,1725,111,1624,64,1726,74,1623,85,,,
1987,76,,78,1751,94,1659,44,1788,86,1608,292,,,
1986,33,,36,1850,38,1778,37,1809,65,1660,372,,,
1985,159,,,,,,,,,,300,,,
1984,138,,160,1583,153,1494,106,1642,,,678,,,
