Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Boris Becker [GER],1,8,11.1%,5,1,4,20.0%,1984,1994,3,0.85,8.0%,1.0%,49.0%,72.4%,46.1%,59.0%,34.9%,47.1%,12.0%
9,Francisco Clavet [ESP],5,4,55.6%,4,0,4,0.0%,1990,1993,6,1.12,6.6%,3.6%,54.7%,72.6%,48.8%,61.8%,42.8%,58.1%,40.6%
9,Carl Uwe Steeb [GER],3,6,33.3%,3,2,1,66.7%,1987,1993,4,0.93,6.2%,4.2%,55.9%,69.7%,47.4%,59.9%,37.3%,63.9%,40.7%
9,Jonas Svensson [SWE],4,5,44.4%,3,0,3,0.0%,1986,1993,5,1.07,4.7%,4.4%,54.9%,72.0%,51.4%,62.7%,40.1%,39.1%,47.1%
8,Alexander Volkov [RUS],3,5,37.5%,5,3,2,60.0%,1991,1996,8,1.00,9.7%,2.3%,56.8%,69.2%,55.2%,63.2%,36.9%,65.6%,30.2%
8,Michael Stich [GER],3,5,37.5%,5,2,3,40.0%,1990,1995,6,0.98,4.6%,1.7%,56.4%,72.6%,54.4%,64.7%,34.5%,59.5%,45.0%
8,Sergi Bruguera [ESP],0,8,0.0%,1,0,1,0.0%,1989,1994,5,0.59,4.6%,5.0%,53.3%,63.3%,40.2%,52.5%,28.1%,40.0%,20.0%
8,Magnus Gustafsson [SWE],4,4,50.0%,5,3,2,60.0%,1991,1994,6,1.12,6.7%,2.8%,55.2%,72.3%,52.1%,63.2%,41.1%,59.0%,41.1%
7,Andrei Chesnokov [RUS],3,4,42.9%,1,0,1,0.0%,1988,1995,5,1.07,5.3%,3.4%,53.1%,70.0%,45.8%,58.7%,44.2%,53.8%,45.7%
7,Andrei Cherkasov [RUS],5,2,71.4%,5,3,2,60.0%,1990,1993,5,1.09,8.0%,3.7%,53.7%,76.6%,48.3%,63.5%,39.6%,67.6%,42.5%
7,Horst Skoff [AUT],5,2,71.4%,3,2,1,66.7%,1986,1992,2,1.13,13.3%,2.8%,55.9%,78.8%,49.2%,65.7%,38.6%,44.4%,36.8%
6,Javier Sanchez [ESP],3,3,50.0%,3,1,2,33.3%,1987,1995,4,1.18,4.7%,2.7%,57.6%,74.7%,52.0%,65.1%,41.3%,65.2%,47.2%
6,Amos Mansdorf [ISR],1,5,16.7%,3,2,1,66.7%,1986,1994,0,,,,,,,,,,
6,Franco Davin [ARG],5,1,83.3%,1,1,0,100.0%,1987,1992,3,1.27,10.0%,2.6%,57.6%,73.5%,55.7%,65.9%,43.3%,77.8%,50.0%
6,Horacio De La Pena [ARG],2,4,33.3%,3,0,3,0.0%,1986,1992,2,1.06,4.6%,4.6%,51.1%,56.7%,60.9%,58.8%,43.7%,73.7%,50.0%
