Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,13,8,5,61.5%,6,4,2,66.7%,1990,1995,R16,9,1.01,6.2%,2.8%,61.7%,72.1%,48.0%,62.8%,37.7%,61.9%,38.3%
Roland Garros,12,Clay,27,15,12,55.6%,8,5,3,62.5%,1984,1995,QF,8,1.07,5.9%,1.8%,61.4%,76.1%,49.8%,65.9%,36.5%,70.0%,31.6%
Wimbledon,10,Grass,17,7,10,41.2%,9,5,4,55.6%,1986,1995,R16,8,0.98,7.6%,4.2%,60.5%,74.3%,47.5%,63.7%,35.8%,53.3%,45.5%
US Open,7,Hard,16,9,7,56.3%,11,4,7,36.4%,1986,1995,SF,12,1.15,9.2%,2.7%,60.7%,77.1%,50.8%,66.8%,38.2%,69.7%,44.7%
Davis Cup,7,,20,9,11,45.0%,10,3,7,30.0%,1987,1994,,0,,,,,,,,,,
Barcelona,10,Clay,20,10,10,50.0%,7,2,5,28.6%,1984,1995,R16,9,0.99,5.0%,3.4%,58.6%,69.8%,44.5%,59.3%,40.1%,56.2%,42.4%
Munich,8,Clay,21,14,7,66.7%,7,4,3,57.1%,1984,1995,W,8,1.00,5.3%,2.9%,53.9%,70.7%,47.2%,59.9%,40.3%,69.5%,46.0%
Gstaad,8,Clay,20,12,8,60.0%,4,3,1,75.0%,1987,1995,F,15,1.20,11.7%,2.9%,52.2%,77.4%,52.5%,65.5%,41.5%,53.8%,41.7%
Hilversum,7,Clay,22,18,4,81.8%,10,6,4,60.0%,1987,1994,W,15,1.16,9.7%,3.6%,57.2%,77.8%,52.3%,66.9%,38.5%,69.1%,32.1%
Stuttgart Outdoor,7,Clay,17,10,7,58.8%,4,2,2,50.0%,1987,1995,SF,12,1.03,10.1%,3.7%,53.8%,73.4%,46.8%,61.1%,40.0%,61.2%,40.8%
Rotterdam,7,Carpet,15,8,7,53.3%,6,3,3,50.0%,1987,1995,F,11,1.13,11.2%,2.3%,56.7%,73.5%,58.8%,67.1%,37.2%,70.4%,35.7%
