Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,9,3,6,33.3%,5-11,31.3%,68-88,43.6%,3-4,42.9%,0,,,,,,,,,,,,QF (Wolfsburg)
1992,5,4,1,80.0%,9-3,75.0%,67-50,57.3%,0-1,0.0%,0,,,,,,,,,,,,F (Graz)
1990,3,2,1,66.7%,3-2,60.0%,24-19,55.8%,2-1,66.7%,0,,,,,,,,,,,,QF (The Hague)
1989,12,10,2,83.3%,17-3,85.0%,116-68,63.0%,3-1,75.0%,0,,,,,,,,,,,,W (Nairobi)
1988,9,7,2,77.8%,13-3,81.3%,90-55,62.1%,3-1,75.0%,0,,,,,,,,,,,,W (Eger)
1987,2,1,1,50.0%,2-1,66.7%,15-11,57.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (Munster)
1986,5,4,1,80.0%,7-3,70.0%,52-42,55.3%,1-1,50.0%,0,,,,,,,,,,,,F (Vienna)
1985,20,11,9,55.0%,23-19,54.8%,197-184,51.7%,1-2,33.3%,0,,,,,,,,,,,,F (Porto Alegre)
1984,2,1,1,50.0%,2-2,50.0%,19-17,52.8%,0-0,-,0,,,,,,,,,,,,R32 (Neunkirchen)
Career,67,43,24,64.2%,81-47,63.3%,648-534,54.8%,13-12,52.0%,0,,,,,,,,,,,,
