Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R16,L vs Rybakina,2.9,3.4,2.4,34.8%,38.1%,83.3%,100.0%,50.5%,6.0%,2.5,5.4,4.0,8.7
2026 Miami R32,W vs Jovic,2.8,2.5,3.0,60.3%,65.0%,60.0%,50.0%,48.6%,3.6%,6.0,12.5,9.0,17.0
2026 Miami R64,W vs Osaka,2.7,2.8,2.6,49.5%,60.0%,75.0%,66.7%,47.7%,1.5%,13.5,22.5,8.0,11.9
2026 Miami R128,W vs Bejlek,3.1,3.1,3.1,67.8%,64.0%,75.0%,50.0%,62.1%,0.0%,6.5,9.6,13.0,31.0
2026 Indian Wells QF,L vs Noskova,2.2,2.5,2.0,43.9%,50.0%,28.6%,0.0%,47.2%,14.3%,2.0,4.3,0.0,0.0
2026 Indian Wells R16,W vs Paolini,3.5,3.4,3.5,48.5%,52.1%,63.2%,33.3%,53.9%,7.1%,7.5,6.0,17.5,16.8
2026 Indian Wells R32,W vs Tauson,3.0,3.4,2.7,43.4%,64.3%,70.6%,66.7%,56.1%,12.5%,36.0,29.0,7.5,8.2
2026 Indian Wells R64,W vs Alexandrova,2.8,2.6,3.1,57.6%,52.6%,33.3%,40.0%,47.5%,12.2%,9.5,14.6,0.0,0.0
2026 Indian Wells R128,W vs Li,3.6,3.3,3.9,57.6%,62.1%,40.0%,50.0%,42.3%,6.9%,6.0,7.5,9.5,8.8
2026 Australian Open R64,L vs Shnaider,3.1,3.1,3.1,48.5%,50.0%,38.5%,0.0%,48.7%,5.7%,10.0,9.2,-4.5,-4.0
2026 Australian Open R128,W vs Blinkova,3.8,3.7,3.9,50.0%,76.7%,41.7%,100.0%,47.8%,1.1%,28.0,32.6,8.0,8.5
2026 Hobart R32,L vs Wang,3.4,3.5,3.2,37.1%,59.1%,45.5%,0.0%,43.4%,9.8%,2.5,4.2,1.0,1.4
2025 ITF Granby F,W vs Crawley,4.1,4.0,4.2,51.5%,62.5%,58.8%,57.1%,43.9%,7.8%,14.5,16.9,18.5,17.5
2025 Australian Open R64,L vs Badosa,3.8,4.7,3.0,28.6%,12.5%,44.4%,33.3%,53.3%,4.1%,-3.0,-5.8,-2.0,-4.3
2024 Australian Open Q2,L vs Fruhvirtova,3.8,3.4,4.2,50.0%,63.2%,43.8%,50.0%,51.6%,6.6%,7.5,5.4,4.0,3.2
Last 52 Weeks (13 matches),,3.1,3.2,3.1,49.4%,58.1%,53.7%,52.8%,49.2%,7.0%,11.1,14.4,7.0,9.1
Career (15 matches),,3.2,3.2,3.2,48.7%,57.7%,52.2%,50.7%,49.6%,6.9%,9.9,12.5,6.2,7.9
