Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R16,L vs Rybakina,0.0%,-,2.1%,100.0%,26.8%,35.3%,0.0%,9.1%,20.0%,0.0%,-,98,41
2026 Miami R32,W vs Jovic,0.0%,-,7.4%,71.4%,32.4%,33.3%,0.0%,26.7%,36.4%,0.0%,-,254,246
2026 Miami R64,W vs Osaka,0.0%,-,5.4%,85.7%,28.6%,23.1%,0.0%,26.0%,42.9%,0.8%,0.0%,307,196
2026 Miami R128,W vs Bejlek,0.0%,-,7.6%,57.1%,27.3%,40.0%,21.4%,37.0%,28.6%,1.7%,0.0%,310,253
2026 Indian Wells QF,L vs Noskova,0.0%,-,2.7%,100.0%,34.5%,46.2%,0.0%,16.7%,62.5%,0.9%,0.0%,139,109
2026 Indian Wells R16,W vs Paolini,0.0%,-,4.6%,87.5%,19.6%,23.3%,100.0%,26.9%,36.4%,1.2%,33.3%,159,112
2026 Indian Wells R32,W vs Tauson,0.0%,-,10.1%,86.4%,36.4%,45.7%,0.0%,17.1%,46.2%,0.8%,50.0%,128,71
2026 Indian Wells R64,W vs Alexandrova,0.0%,-,5.3%,42.9%,17.5%,23.5%,0.0%,14.3%,14.3%,0.7%,0.0%,95,106
2026 Indian Wells R128,W vs Li,0.0%,-,3.7%,80.0%,20.6%,32.0%,0.0%,14.1%,26.3%,2.0%,75.0%,107,115
2026 Australian Open R64,L vs Shnaider,0.0%,-,5.6%,81.8%,16.0%,17.4%,25.0%,19.0%,26.7%,1.7%,50.0%,187,146
2026 Australian Open R128,W vs Blinkova,0.0%,-,9.8%,72.7%,28.1%,36.8%,0.0%,25.0%,62.5%,0.0%,-,201,176
2026 Hobart R32,L vs Wang,0.0%,-,2.8%,100.0%,26.8%,36.4%,0.0%,16.7%,20.0%,0.0%,-,151,82
2025 ITF Granby F,W vs Crawley,0.0%,-,7.3%,88.9%,23.9%,25.0%,0.0%,25.0%,45.0%,0.5%,0.0%,102,71
2025 Australian Open R64,L vs Badosa,0.0%,-,1.4%,0.0%,4.8%,0.0%,0.0%,7.7%,33.3%,0.0%,-,-71,-63
2024 Australian Open Q2,L vs Fruhvirtova,0.0%,-,9.0%,68.8%,16.1%,28.6%,0.0%,13.4%,9.1%,0.4%,100.0%,85,84
Last 52 Weeks (13 matches),,0.0%,-,5.9%,79.6%,25.2%,32.0%,23.8%,20.7%,37.2%,0.9%,36.8%,164,125
Career (15 matches),,0.0%,-,6.0%,77.5%,23.3%,29.9%,22.7%,19.3%,34.0%,0.8%,40.0%,145,113
