Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R16,L vs Rybakina,54.5%,45.8%,18.2%,3/5,2.62,7.7%,50.0%,31.3%,9.4%,2.73,11.5%,66.7%,75.0%,41.7%,2.39,0.0%
2026 Miami R32,W vs Jovic,66.0%,62.9%,1.9%,0/1,1.95,13.6%,78.1%,64.0%,3.1%,2.08,14.3%,55.6%,60.0%,0.0%,1.71,12.5%
2026 Miami R64,W vs Osaka,61.7%,51.4%,5.0%,2/1,2.39,17.0%,38.2%,38.5%,0.0%,2.35,22.6%,96.0%,58.3%,12.0%,2.47,6.3%
2026 Miami R128,W vs Bejlek,74.3%,76.9%,0.0%,0/0,2.53,5.4%,92.3%,66.7%,0.0%,2.42,9.1%,87.5%,85.7%,0.0%,2.68,0.0%
2026 Indian Wells QF,L vs Noskova,33.3%,50.0%,6.9%,3/2,2.50,11.9%,40.0%,44.4%,4.4%,2.44,20.0%,35.3%,66.7%,17.6%,2.58,0.0%
2026 Indian Wells R16,W vs Paolini,71.3%,56.5%,1.1%,1/0,2.30,13.3%,70.5%,58.1%,0.0%,2.36,19.4%,79.2%,52.6%,4.2%,2.22,4.2%
2026 Indian Wells R32,W vs Tauson,52.2%,56.7%,7.8%,3/6,2.27,44.0%,42.0%,47.1%,1.2%,2.20,57.1%,86.7%,69.2%,26.7%,2.38,19.2%
2026 Indian Wells R64,W vs Alexandrova,58.6%,52.9%,12.1%,3/4,2.54,15.0%,52.9%,61.1%,8.8%,2.42,33.3%,76.2%,43.8%,19.0%,2.64,0.0%
2026 Indian Wells R128,W vs Li,74.6%,64.0%,4.5%,1/2,2.40,23.1%,59.5%,68.2%,0.0%,2.15,34.8%,93.3%,60.7%,10.0%,2.77,6.3%
2026 Australian Open R64,L vs Shnaider,69.8%,53.7%,6.3%,3/3,2.36,14.1%,71.2%,47.6%,0.0%,2.20,27.8%,75.8%,64.0%,18.2%,2.53,0.0%
2026 Australian Open R128,W vs Blinkova,70.5%,72.1%,3.3%,0/2,2.34,5.4%,68.3%,67.9%,2.4%,2.41,9.5%,78.9%,80.0%,5.3%,2.24,0.0%
2026 Hobart R32,L vs Wang,63.3%,47.4%,5.0%,3/0,2.45,11.1%,57.9%,54.5%,5.3%,2.43,15.4%,80.0%,37.5%,5.0%,2.48,0.0%
2025 ITF Granby F,W vs Crawley,77.8%,59.5%,13.0%,2/5,2.47,14.3%,77.4%,58.3%,12.9%,2.36,19.4%,81.8%,61.1%,13.6%,2.67,5.0%
2025 Australian Open R64,L vs Badosa,50.0%,35.0%,7.5%,1/2,2.45,4.0%,31.8%,42.9%,9.1%,2.61,6.7%,81.3%,30.8%,6.3%,2.21,0.0%
2024 Australian Open Q2,L vs Fruhvirtova,79.8%,48.0%,3.2%,2/1,2.62,15.7%,74.1%,48.8%,1.7%,2.45,28.6%,97.0%,46.9%,6.1%,2.84,0.0%
Last 52 Weeks (13 matches),,62.9%,57.7%,6.4%,43.6%,2.40,16.8%,58.9%,54.9%,3.2%,2.35,25.1%,78.4%,61.8%,13.2%,2.47,4.2%
Career (15 matches),,64.0%,55.9%,6.1%,44.3%,2.42,16.2%,59.4%,54.0%,3.2%,2.36,24.6%,80.4%,58.5%,12.2%,2.49,3.7%
