Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami R16,L vs Rybakina,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,0/0,0/0,0/0
2026 Miami R32,W vs Jovic,50% (4/8),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2026 Miami R64,W vs Osaka,18% (2/11),100% (2/2),0/0,18% (2/11),100% (2/2),2/2,2/2,1/1,1/1,0/0
2026 Miami R128,W vs Bejlek,100% (6/6),100% (6/6),1/1,57% (4/7),75% (3/4),5/6,2/2,0/0,1/1,0/0
2026 Indian Wells QF,L vs Noskova,23% (3/13),67% (2/3),1/3,38% (5/13),0% (0/5),1/2,1/1,0/2,0/0,0/1
2026 Indian Wells R16,W vs Paolini,43% (6/14),83% (5/6),1/2,38% (5/13),40% (2/5),4/4,1/1,1/2,0/0,0/0
2026 Indian Wells R32,W vs Tauson,19% (3/16),67% (2/3),0/1,25% (4/16),50% (2/4),2/2,1/1,1/2,1/1,0/0
2026 Indian Wells R64,W vs Alexandrova,30% (3/10),67% (2/3),0/0,45% (5/11),100% (5/5),2/2,2/2,1/1,1/1,0/0
2026 Indian Wells R128,W vs Li,60% (6/10),67% (4/6),2/2,27% (3/11),33% (1/3),4/4,2/2,1/1,1/1,0/0
2026 Australian Open R64,L vs Shnaider,47% (7/15),71% (5/7),1/5,47% (7/15),14% (1/7),2/4,0/1,0/1,0/0,0/1
2026 Australian Open R128,W vs Blinkova,75% (6/8),83% (5/6),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,1/1,0/0
2026 Hobart R32,L vs Wang,33% (3/9),33% (1/3),1/3,63% (5/8),20% (1/5),1/1,0/0,1/2,0/0,1/1
2025 W75 Granby F,W vs Crawley,44% (4/9),100% (4/4),1/2,30% (3/10),33% (1/3),3/4,2/3,0/0,1/2,0/0
2025 Australian Open R64,L vs Badosa,0% (0/7),- (0/0),0/5,83% (5/6),0% (0/5),0/0,0/0,0/0,0/0,0/0
2024 Australian Open Q2,L vs Fruhvirtova,36% (5/14),60% (3/5),1/3,29% (4/14),25% (1/4),3/3,1/1,0/0,0/0,0/0
2019 W15 Perth R16,L vs Marshall,47% (7/15),86% (6/7),3/8,67% (10/15),10% (1/10),2/5,0/0,4/5,0/0,1/2
2026 (12 matches),,39.1%,76.0%,36.4%,36.4%,40.4%,88.6%,93.3%,50.0%,100.0%,33.3%
2025 (2 matches),,25.0%,100.0%,14.3%,50.0%,12.5%,75.0%,66.7%,-,50.0%,-
2024 (1 matches),,35.7%,60.0%,33.3%,28.6%,25.0%,100.0%,100.0%,-,-,-
2019 (1 matches),,46.7%,85.7%,37.5%,66.7%,10.0%,40.0%,-,80.0%,-,50.0%
Career (16 matches),,38.2%,77.3%,32.5%,39.7%,31.9%,83.0%,89.5%,58.8%,88.9%,40.0%
