Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,L vs Rybakina,18.0%,30.0%,42.5%,16.1%,29.0%,42.3%,58.8%,21.4%,25.0%,22.2%,33.3%,42.9%,33.3%,25.0%,33.3%,-40
2026 Miami R32,W vs Jovic,40.5%,61.9%,66.7%,42.3%,57.7%,60.0%,50.0%,28.6%,-,40.0%,73.3%,77.8%,50.0%,33.3%,-,-28
2026 Miami R64,W vs Osaka,24.3%,47.1%,63.3%,28.3%,56.5%,69.7%,38.1%,56.0%,66.7%,20.0%,35.0%,50.0%,33.3%,57.1%,-,73
2026 Miami R128,W vs Bejlek,28.1%,42.1%,50.0%,25.8%,45.2%,56.5%,73.3%,43.8%,75.0%,34.8%,43.5%,40.0%,60.0%,23.1%,25.0%,35
2026 Indian Wells QF,L vs Noskova,36.5%,48.6%,35.7%,44.4%,60.0%,44.0%,48.0%,50.0%,20.0%,29.2%,37.5%,23.5%,22.2%,53.3%,100.0%,104
2026 Indian Wells R16,W vs Paolini,22.1%,38.4%,53.2%,24.0%,46.0%,63.2%,21.7%,51.9%,100.0%,22.6%,32.3%,37.5%,33.3%,56.3%,100.0%,64
2026 Indian Wells R32,W vs Tauson,20.6%,44.1%,65.8%,24.2%,56.1%,76.0%,36.7%,47.2%,28.6%,16.1%,25.8%,46.2%,6.3%,60.0%,-,41
2026 Indian Wells R64,W vs Alexandrova,43.2%,55.4%,47.5%,53.8%,66.7%,61.1%,52.4%,44.4%,0.0%,33.3%,45.5%,36.4%,33.3%,72.2%,100.0%,-35
2026 Indian Wells R128,W vs Li,37.3%,52.2%,47.5%,47.8%,69.6%,58.3%,56.0%,61.9%,100.0%,15.8%,15.8%,31.3%,25.0%,40.0%,66.7%,11
2026 Australian Open R64,L vs Shnaider,22.2%,35.4%,43.7%,29.4%,43.1%,50.0%,60.0%,50.0%,-,16.7%,31.0%,37.1%,41.2%,16.0%,14.3%,47
2026 Australian Open R128,W vs Blinkova,19.6%,37.3%,64.9%,27.6%,44.8%,61.9%,47.1%,50.0%,66.7%,11.1%,33.3%,68.8%,16.7%,50.0%,100.0%,-14
2026 Hobart R32,L vs Wang,21.7%,34.8%,38.9%,23.5%,38.2%,42.3%,47.1%,17.6%,40.0%,16.7%,25.0%,30.0%,33.3%,33.3%,0.0%,-104
2025 ITF Granby F,W vs Crawley,17.1%,38.6%,55.4%,25.0%,45.8%,52.8%,25.0%,42.9%,60.0%,0.0%,25.0%,60.0%,27.3%,11.1%,-,-119
2025 Australian Open R64,L vs Badosa,15.6%,21.9%,28.0%,16.7%,22.2%,33.3%,22.2%,33.3%,100.0%,16.7%,25.0%,20.0%,28.6%,60.0%,50.0%,46
2024 Australian Open Q2,L vs Fruhvirtova,29.8%,41.7%,54.7%,37.5%,54.2%,53.3%,59.1%,26.9%,66.7%,23.3%,30.0%,56.5%,42.9%,12.5%,0.0%,97
Last 52 Weeks (13 matches),,26.7%,43.4%,52.2%,31.5%,51.5%,58.0%,46.3%,45.3%,46.3%,21.6%,34.6%,43.3%,31.5%,41.9%,53.6%,36
Career (15 matches),,26.6%,42.5%,51.5%,31.6%,50.8%,56.7%,46.5%,43.4%,48.9%,21.6%,33.9%,43.6%,32.4%,40.0%,51.6%,42
