Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Adelaide 1 R32,W vs Svitolina,1.03,1.16,69.9,4.6,1.9%,58.5%,6.5%,56.5%,51.9%,43.4%
2021 St. Petersburg R16,W vs Pavlyuchenkova,1.17,1.09,82.2,16.2,0.0%,59.6%,0.0%,47.3%,44.3%,42.4%
2019 W25 Tianjin SF,L vs Wang,0.95,0.84,61.3,3.4,-,60.4%,-,41.3%,45.8%,40.5%
2019 W25 Naiman QF,L vs Gao,0.86,0.70,55.4,2.1,-,46.2%,-,50.0%,39.4%,45.2%
2019 W25 Naiman R16,W vs Yang,1.05,1.33,64.0,3.0,-,63.6%,-,58.1%,44.2%,55.3%
2019 W25 Incheon F,L vs Han,0.96,0.61,46.7,2.9,-,25.0%,-,42.1%,41.2%,43.8%
2019 W25 Incheon R32,W vs Lee,0.96,1.26,60.5,2.0,-,60.7%,-,44.0%,56.3%,67.9%
2019 W25 Monzon R16,L vs Galfi,1.14,0.68,49.6,2.0,0.0%,33.3%,0.0%,50.0%,21.7%,50.0%
2019 W60 Les Franqueses del Valles R32,L vs Fett,0.92,0.85,70.8,2.6,0.0%,40.0%,0.0%,55.1%,52.8%,44.0%
2019 W60 Istanbul R32,L vs Buyukakcay,1.01,0.65,43.2,2.0,0.0%,51.7%,0.0%,26.9%,32.1%,46.2%
2019 W25 Kazan R16,L vs Bronzetti,0.83,0.59,33.8,2.2,0.0%,32.3%,3.2%,58.1%,41.4%,35.7%
2019 W25 Kazan R32,W vs Chiesa,1.04,1.23,54.9,4.5,0.0%,50.0%,0.0%,59.5%,53.7%,54.1%
2019 W25 Moscow R32,L vs Poznikhirenko,1.02,0.52,42.2,2.2,0.0%,40.7%,3.8%,57.7%,18.2%,35.0%
2019 W25 Kazan QF,W vs Koval,1.07,1.21,62.7,14.4,2.1%,64.6%,0.0%,51.2%,45.8%,48.8%
2019 W25 Kazan R16,W vs Mironova,1.13,1.91,33.1,2.2,0.0%,64.0%,0.0%,60.9%,65.2%,61.9%
2019 W25 Kazan R32,W vs Heisen,1.03,1.19,64.2,4.5,0.0%,55.6%,0.0%,57.5%,53.2%,47.7%
2017 Shenzhen $100K R32,W vs Yang,0.95,1.50,46.4,3.3,3.8%,61.5%,0.0%,65.2%,60.6%,54.8%
2017 Saint Petersburg $100K R32,L vs Bencic,1.08,0.40,31.5,2.0,0.0%,26.3%,0.0%,29.4%,30.0%,23.5%
2017 Batumi $25K R16,L vs Hruncakova,1.00,0.78,62.3,2.2,2.0%,49.0%,2.2%,65.2%,37.5%,29.7%
2017 Almaty $25K R32,L vs Strakhova,0.96,0.94,84.6,5.9,3.0%,59.7%,0.0%,40.3%,53.3%,43.1%
2022 (1 matches),,1.03,1.16,69.9,4.6,1.9%,58.5%,6.5%,56.5%,51.9%,43.4%
2021 (1 matches),,1.17,1.09,82.2,16.2,0.0%,59.6%,0.0%,47.3%,44.3%,42.4%
2019 (14 matches),,1.00,0.94,55.4,2.7,0.2%,50.3%,0.4%,51.3%,45.2%,48.0%
2017 (19 matches),,1.00,1.07,61.6,2.9,1.6%,49.6%,0.1%,55.9%,51.8%,49.4%
2016 (23 matches),,1.06,1.14,58.4,2.6,1.3%,56.0%,0.5%,55.2%,50.1%,45.6%
Career (65 matches),,1.04,1.09,59.2,2.8,1.1%,52.2%,0.4%,54.3%,50.5%,48.0%
