Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Grass,19,11,8,57.9%,2,2,0,100.0%,1965,1973,SF,0,,,,,,,,,,
Roland Garros,8,Clay,15,7,8,46.7%,1,0,1,0.0%,1968,1978,R16,0,,,,,,,,,,
Wimbledon,11,Grass,19,8,11,42.1%,0,0,0,-,1968,1978,R16,0,,,,,,,,,,
US Open,10,Hard,30,20,10,66.7%,3,1,2,33.3%,1969,1978,QF,0,,,,,,,,,,
Fed Cup,1,,1,1,0,100.0%,0,0,0,-,1972,1972,,0,,,,,,,,,,
Perth,9,Grass,23,13,10,56.5%,1,0,1,0.0%,1963,1974,W,0,,,,,,,,,,
Rome,8,Clay,17,9,8,52.9%,1,0,1,0.0%,1968,1979,F,0,,,,,,,,,,
Eastbourne,6,Grass,19,13,6,68.4%,0,0,0,-,1970,1978,SF,0,,,,,,,,,,
Indianapolis,6,Clay,16,9,7,56.3%,3,1,2,33.3%,1971,1978,BR,0,,,,,,,,,,
Los Angeles,6,Hard,14,8,6,57.1%,3,0,3,0.0%,1969,1978,F,0,,,,,,,,,,
Dallas,6,Carpet,14,8,6,57.1%,2,1,1,50.0%,1972,1979,SF,0,,,,,,,,,,
