Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1979,10,2,8,20.0%,4-16,20.0%,67-111,37.6%,0-0,-,0,,,,,,,,,,,,R16 (2x)
1978,68,37,31,54.4%,73-69,51.4%,626-625,50.0%,7-6,53.8%,0,,,,,,,,,,,,F (Fort Lauderdale Futures)
1977,23,10,13,43.5%,22-30,42.3%,221-259,46.0%,2-1,66.7%,0,,,,,,,,,,,,W (Gstaad)
1976,49,26,23,53.1%,60-48,55.6%,515-476,52.0%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
1975,29,13,16,44.8%,27-32,45.8%,264-265,49.9%,4-4,50.0%,0,,,,,,,,,,,,R16 (9x)
1974,42,24,18,57.1%,53-41,56.4%,459-412,52.7%,3-7,30.0%,0,,,,,,,,,,,,
1973,54,28,26,51.9%,60-50,54.5%,542-498,52.1%,10-8,55.6%,0,,,,,,,,,,,,F (Jersey Shore)
1972,72,44,28,61.1%,93-62,60.0%,752-617,54.9%,1-2,33.3%,0,,,,,,,,,,,,W (Montana)
1971,66,38,28,57.6%,82-63,56.6%,686-614,52.8%,6-1,85.7%,0,,,,,,,,,,,,W (Montana)
1970,65,45,20,69.2%,95-49,66.0%,741-553,57.3%,0-1,0.0%,0,,,,,,,,,,,,W (6x)
1969,57,34,23,59.6%,70-53,56.9%,611-578,51.4%,0-0,-,0,,,,,,,,,,,,W (Montana)
1968,41,23,18,56.1%,52-46,53.1%,480-444,51.9%,0-0,-,0,,,,,,,,,,,,W (Mamaia)
1967,3,1,2,33.3%,3-4,42.9%,29-32,47.5%,0-0,-,0,,,,,,,,,,,,W (Perth City)
1966,5,3,2,60.0%,7-5,58.3%,52-37,58.4%,0-0,-,0,,,,,,,,,,,,W (2x)
1965,5,3,2,60.0%,7-5,58.3%,58-57,50.4%,0-0,-,0,,,,,,,,,,,,W (3x)
1963,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,QF (Perth)
Career,590,331,259,56.1%,708-575,55.2%,6109-5590,52.2%,36-33,52.2%,0,,,,,,,,,,,,
