Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,100,59,41,59.0%,123-98,55.7%,1028-947,52.1%,9-8,52.9%,0,,,,,,,,,,,
Clay,173,97,76,56.1%,215-174,55.3%,1879-1694,52.6%,2-10,16.7%,0,,,,,,,,,,,
Grass,198,113,85,57.1%,246-180,57.7%,2048-1814,53.0%,10-3,76.9%,0,,,,,,,,,,,
Carpet,103,48,55,46.6%,103-116,47.0%,999-1032,49.2%,12-12,50.0%,0,,,,,,,,,,,
Grand Slams,83,46,37,55.4%,101-80,55.8%,860-787,52.2%,3-3,50.0%,0,,,,,,,,,,,
Finals,30,17,13,56.7%,38-32,54.3%,332-303,52.3%,0-0,-,0,,,,,,,,,,,
Semi-finals,42,21,21,50.0%,42-50,45.7%,437-456,48.9%,4-3,57.1%,0,,,,,,,,,,,
Quarter-finals,103,40,63,38.8%,92-135,40.5%,950-1112,46.1%,3-11,21.4%,0,,,,,,,,,,,
vs Righties,340,140,200,41.2%,318-422,43.0%,3202-3574,47.3%,20-26,43.5%,0,,,,,,,,,,,
vs Lefties,37,21,16,56.8%,42-35,54.5%,345-336,50.7%,3-3,50.0%,0,,,,,,,,,,,
