Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,24,7,17,29.2%,12,9,3,75.0%,2010,2026,R64,24,0.85,10.3%,3.8%,58.5%,71.5%,47.2%,61.4%,32.8%,63.8%,35.0%
Roland Garros,12,Clay,19,7,12,36.8%,10,3,7,30.0%,2012,2025,R64,18,0.82,7.4%,3.5%,58.0%,71.3%,47.1%,61.1%,32.0%,61.8%,31.8%
Wimbledon,12,Grass,27,14,13,51.9%,18,12,6,66.7%,2012,2025,R32,18,0.92,9.4%,3.9%,58.2%,72.3%,52.7%,64.1%,33.0%,63.4%,34.4%
US Open,13,Hard,23,8,15,34.8%,8,5,3,62.5%,2012,2025,R64,23,0.89,7.7%,4.1%,52.9%,70.6%,50.3%,61.0%,34.9%,60.7%,33.9%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2021,2021,R32,0,,,,,,,,,,
Davis Cup,1,,1,0,1,0.0%,0,0,0,-,2026,2026,,0,,,,,,,,,,
Miami Masters,5,Hard,11,6,5,54.5%,4,1,3,25.0%,2015,2026,R32,11,1.08,8.7%,2.0%,57.5%,72.3%,55.7%,65.2%,37.6%,64.6%,40.8%
Indian Wells Masters,4,Hard,8,4,4,50.0%,5,4,1,80.0%,2015,2026,R64,8,0.91,6.6%,3.6%,59.6%,71.9%,49.6%,62.9%,33.6%,59.6%,33.3%
Acapulco,3,Hard,3,0,3,0.0%,0,0,0,-,2024,2026,R32,3,0.70,9.6%,8.3%,49.4%,61.0%,45.6%,53.2%,32.6%,47.4%,40.0%
Dallas,3,Hard,7,3,4,42.9%,3,2,1,66.7%,2024,2026,QF,7,0.97,11.9%,1.2%,67.6%,72.5%,60.3%,68.6%,30.4%,65.5%,32.3%
Adelaide,3,Hard,6,3,3,50.0%,4,2,2,50.0%,2020,2026,R16,6,0.93,6.9%,2.7%,63.8%,72.6%,60.5%,68.2%,29.6%,56.5%,36.4%
Brisbane,8,Hard,21,10,11,47.6%,10,8,2,80.0%,2011,2026,QF,21,1.00,12.7%,3.1%,59.1%,74.4%,54.1%,66.1%,33.8%,54.4%,32.1%
