Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R64,L vs Sinner,51.9%,42.5%,0.0%,0/0,1.91,4.1%,46.0%,30.4%,0.0%,1.88,7.4%,68.0%,58.8%,0.0%,1.95,0.0%
2025 Almaty SF,L vs Medvedev,51.1%,35.4%,3.2%,1/2,2.20,10.4%,47.3%,30.8%,0.0%,2.17,21.4%,71.0%,40.9%,9.7%,2.22,2.6%
2025 Canada R64,L vs Musetti,60.0%,33.3%,0.0%,0/0,2.23,7.5%,54.8%,23.5%,0.0%,2.24,11.1%,76.2%,43.8%,0.0%,2.23,4.5%
2024 Basel R32,L vs Mpetshi Perricard,35.4%,56.5%,4.6%,1/2,2.35,47.6%,34.1%,46.7%,2.3%,2.30,66.7%,44.4%,75.0%,11.1%,2.42,22.2%
2024 Halle R16,L vs Hurkacz,45.8%,33.3%,11.9%,4/3,2.42,5.9%,32.6%,28.6%,0.0%,2.08,16.7%,81.3%,38.5%,43.8%,2.61,0.0%
2023 Playford CH F,W vs Wong,77.3%,48.3%,1.3%,0/1,2.55,10.9%,75.7%,35.7%,0.0%,2.57,16.7%,81.1%,60.0%,2.7%,2.50,0.0%
2022 Winston Salem R32,L vs Cressy,24.4%,27.3%,8.9%,3/1,-,5.1%,22.7%,40.0%,9.1%,-,14.3%,35.3%,16.7%,11.8%,-,0.0%
2021 Paris QF,L vs Hurkacz,64.0%,36.4%,2.3%,0/2,2.39,11.0%,54.5%,30.0%,0.0%,2.45,14.6%,80.6%,44.0%,6.5%,2.33,7.3%
2021 Nur Sultan F,L vs Kwon,69.7%,39.1%,0.0%,0/0,2.66,4.7%,68.4%,23.1%,0.0%,2.38,12.5%,76.9%,60.0%,0.0%,2.83,0.0%
2020 Pune SF,L vs Gerasimov,56.1%,35.1%,6.1%,2/2,2.48,2.2%,53.3%,20.8%,2.2%,2.41,0.0%,68.4%,61.5%,15.8%,2.61,6.3%
2019 Playford CH F,W vs Uchiyama,66.7%,50.0%,1.2%,0/1,2.30,2.6%,63.8%,43.2%,0.0%,2.20,5.0%,81.0%,64.7%,4.8%,2.42,0.0%
2018 Wimbledon R128,L vs Zverev,52.4%,27.3%,11.1%,5/2,2.59,3.3%,44.2%,15.8%,11.6%,2.27,8.3%,73.7%,42.9%,10.5%,2.81,0.0%
2015 Ho Chi Minh City CH R16,W vs Singh,66.0%,71.0%,6.4%,1/2,1.86,23.8%,70.8%,58.8%,0.0%,1.88,41.7%,70.0%,85.7%,15.0%,1.83,0.0%
2014 Charlottesville CH F,W vs Broady,79.4%,50.6%,2.9%,2/1,2.11,8.3%,80.0%,46.7%,4.0%,2.06,16.0%,91.3%,61.9%,0.0%,2.17,0.0%
2014 Australian Open R128,L vs Federer,55.1%,32.6%,2.6%,0/2,2.07,45.9%,47.9%,21.7%,0.0%,2.12,44.4%,80.0%,45.0%,8.0%,2.03,47.1%
Career (15 matches),,58.5%,42.3%,3.8%,47.5%,2.32,12.8%,54.5%,34.1%,1.8%,2.25,19.2%,73.4%,53.9%,8.0%,2.38,6.8%
