Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Sinner,8.6%,83.3%,11.5%,61.1%,21.0%,26.3%,0.0%,1.8%,16.7%,1.0%,0.0%,77,88
2025 Almaty SF,L vs Medvedev,5.7%,100.0%,10.8%,66.7%,13.0%,14.3%,50.0%,6.8%,8.3%,2.2%,0.0%,-63,-50
2025 Canada R64,L vs Musetti,5.5%,66.7%,16.4%,68.4%,21.3%,25.0%,0.0%,10.0%,0.0%,2.4%,0.0%,202,141
2024 Basel R32,L vs Mpetshi Perricard,4.5%,66.7%,10.5%,78.6%,20.0%,25.0%,100.0%,9.4%,0.0%,0.0%,-,9,-78
2024 Halle R16,L vs Hurkacz,4.2%,33.3%,15.6%,66.7%,22.5%,26.7%,0.0%,24.2%,33.3%,0.8%,100.0%,17,23
2023 Playford CH F,W vs Wong,0.0%,-,17.3%,73.1%,12.3%,15.8%,0.0%,8.3%,20.0%,2.2%,0.0%,-85,-69
2022 Winston Salem R32,L vs Cressy,1.8%,100.0%,5.7%,66.7%,4.2%,5.6%,0.0%,8.8%,0.0%,1.5%,50.0%,-77,-126
2021 Paris QF,L vs Hurkacz,2.9%,66.7%,19.5%,60.5%,12.1%,14.3%,0.0%,8.8%,8.3%,2.8%,40.0%,-21,-21
2021 Nur Sultan F,L vs Kwon,3.6%,50.0%,11.4%,53.3%,8.3%,8.0%,25.0%,15.2%,0.0%,0.0%,-,-38,-10
2020 Pune SF,L vs Gerasimov,6.8%,80.0%,11.9%,70.6%,14.0%,20.0%,0.0%,7.5%,12.5%,2.8%,40.0%,-16,5
2019 Playford CH F,W vs Uchiyama,0.0%,-,11.1%,68.8%,13.5%,26.3%,0.0%,6.1%,25.0%,0.5%,100.0%,-63,-26
2018 Wimbledon R128,L vs Zverev,7.6%,50.0%,8.0%,58.3%,9.8%,16.7%,0.0%,2.2%,10.0%,4.1%,57.1%,44,38
2015 Ho Chi Minh City CH R16,W vs Singh,9.1%,100.0%,23.5%,95.0%,33.3%,33.3%,0.0%,25.0%,50.0%,0.0%,-,39,102
2014 Charlottesville CH F,W vs Broady,16.4%,54.5%,17.9%,62.5%,13.5%,25.0%,5.3%,12.4%,37.5%,0.3%,100.0%,-14,9
2014 Australian Open R128,L vs Federer,15.2%,58.3%,18.2%,54.8%,23.9%,25.0%,20.0%,6.8%,0.0%,1.7%,33.3%,147,124
Career (15 matches),,6.2%,66.7%,14.0%,66.3%,14.4%,19.3%,13.5%,9.2%,14.0%,1.6%,30.6%,-3,3
