Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,1,8,11.1%,5-19,20.8%,96-141,40.5%,2-3,40.0%,8,72.3%,6.9%,10.9%,4.1%,58.2%,68.5%,48.6%,60.2%,30.6%,45.8%,0.77,
2025,20,8,12,40.0%,24-30,44.4%,256-277,48.0%,5-3,62.5%,20,81.5%,13.5%,8.7%,3.8%,58.2%,72.3%,53.3%,64.3%,33.7%,49.1%,0.94,SF (Almaty)
2024,24,9,15,37.5%,25-34,42.4%,290-317,47.8%,9-6,60.0%,24,83.7%,10.8%,9.4%,3.0%,60.0%,73.7%,52.6%,65.3%,30.6%,48.5%,0.88,QF (3x)
2023,7,2,5,28.6%,7-12,36.8%,81-99,45.0%,1-1,50.0%,7,74.4%,15.7%,8.4%,3.3%,57.5%,68.4%,53.5%,62.1%,34.5%,48.2%,0.91,R16 (2x)
2022,22,7,15,31.8%,23-40,36.5%,294-330,47.1%,4-9,30.8%,22,77.9%,16.7%,8.5%,2.8%,54.5%,72.4%,51.3%,62.8%,32.6%,48.3%,0.88,QF (2x)
2021,41,22,19,53.7%,56-50,52.8%,533-522,50.5%,10-10,50.0%,39,80.4%,20.9%,8.9%,2.2%,57.4%,72.9%,52.5%,64.2%,36.3%,50.3%,1.01,F (Nur-Sultan)
2020,12,4,8,33.3%,11-20,35.5%,146-178,45.1%,5-4,55.6%,12,81.0%,7.6%,8.2%,3.8%,55.8%,71.8%,50.5%,62.4%,28.8%,46.5%,0.76,SF (Pune)
2019,2,0,2,0.0%,1-5,16.7%,25-34,42.4%,0-0,-,2,69.0%,13.3%,8.9%,6.4%,57.9%,69.2%,43.5%,58.4%,31.8%,46.8%,0.77,R32 (Sydney)
2018,9,2,7,22.2%,6-18,25.0%,100-139,41.8%,2-2,50.0%,9,71.2%,11.9%,10.2%,4.8%,52.0%,72.4%,45.3%,59.4%,31.6%,45.9%,0.78,R16 (Washington)
2017,1,0,1,0.0%,1-3,25.0%,21-25,45.7%,1-1,50.0%,1,81.8%,9.1%,5.6%,4.9%,50.0%,78.9%,49.3%,64.1%,33.3%,48.8%,0.93,R128 (Australian Open)
2016,12,4,8,33.3%,12-20,37.5%,161-167,49.1%,2-7,22.2%,12,82.2%,17.6%,11.1%,4.0%,52.3%,73.6%,52.4%,63.5%,34.4%,49.5%,0.94,R16 (2x)
2015,20,9,11,45.0%,26-33,44.1%,283-313,47.5%,9-9,50.0%,20,79.0%,15.6%,10.1%,4.4%,56.2%,72.9%,50.9%,63.3%,32.9%,48.6%,0.90,QF (2x)
2014,7,1,6,14.3%,7-16,30.4%,98-134,42.2%,3-3,50.0%,7,79.3%,6.1%,8.8%,2.0%,61.7%,69.6%,51.8%,62.8%,26.1%,45.5%,0.70,R32 (2x)
2013,11,3,8,27.3%,15-22,40.5%,171-198,46.3%,3-1,75.0%,11,78.1%,14.2%,12.2%,3.8%,58.2%,73.9%,46.9%,62.6%,33.7%,48.2%,0.90,R16 (Bogota)
2012,5,2,3,40.0%,6-7,46.2%,60-66,47.6%,0-1,0.0%,5,76.2%,21.0%,8.8%,3.7%,60.4%,70.7%,46.6%,61.2%,34.9%,48.6%,0.90,R16 (Brisbane)
Career,202,74,128,36.6%,225-329,40.6%,2615-2940,47.1%,56-60,48.3%,199,79.3%,14.7%,9.4%,3.4%,56.9%,72.4%,51.0%,63.2%,32.9%,48.4%,0.89,
