Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),95,640,166,1618,151,1587,197,1512,114,1556,,,,
2025,87,694,137,1643,122,1609,172,1534,106,1568,,,,
2024,82,687,124,1668,120,1622,193,1508,77,1616,1250,20,,
2023,116,573,132,1635,114,1609,197,1497,107,1562,,,,
2022,155,363,157,1618,140,1583,191,1513,102,1567,,,,
2021,49,1176,62,1765,60,1729,123,1599,51,1656,,,,
2020,103,701,116,1636,97,1612,140,1539,,,197,360,,
2019,100,576,141,1627,128,1602,145,1549,135,1523,442,90,,
2018,234,206,147,1619,128,1597,153,1534,119,1531,,,,
2017,990,10,,,,,,,,,,,,
2016,103,577,90,1708,76,1692,,,84,1595,400,150,,
2015,120,485,190,1550,165,1526,178,1502,101,1577,478,124,,
2014,127,430,167,1584,161,1542,169,1518,79,1597,703,60,,
2013,136,425,194,1551,182,1509,193,1493,132,1508,421,143,,
2012,209,230,285,1430,269,1399,285,1370,201,1432,1170,15,,
2011,275,171,,,,,,,,,925,29,,
2010,742,19,,,,,,,,,,,,
2009,1712,1,,,,,,,,,,,,
2008,1293,3,,,,,,,,,,,,
