Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,152,58,94,38.2%,168-234,41.8%,1897-2112,47.3%,43-36,54.4%,150,79.4%,14.9%,9.9%,3.5%,56.6%,72.8%,51.1%,63.4%,33.1%,48.6%,0.90
Clay,17,4,13,23.5%,16-36,30.8%,225-293,43.4%,5-7,41.7%,16,73.9%,12.2%,7.1%,3.4%,55.9%,70.4%,48.0%,60.5%,30.7%,46.4%,0.78
Grass,33,12,21,36.4%,41-59,41.0%,493-535,48.0%,8-17,32.0%,33,81.3%,15.1%,8.5%,3.1%,58.7%,71.8%,52.1%,63.7%,33.2%,48.9%,0.91
Grand Slams,51,12,39,23.5%,65-129,33.5%,851-1061,44.5%,15-15,50.0%,51,75.7%,13.2%,8.5%,3.9%,56.7%,70.4%,48.4%,60.8%,32.4%,47.2%,0.83
Masters,23,11,12,47.8%,26-28,48.1%,259-275,48.5%,8-3,72.7%,23,77.9%,18.0%,8.8%,2.7%,55.5%,73.1%,52.6%,64.0%,35.3%,49.5%,0.98
Other Tours,127,51,76,40.2%,133-170,43.9%,1491-1588,48.4%,33-42,44.0%,125,81.8%,15.0%,10.1%,3.2%,57.3%,73.6%,52.5%,64.6%,32.8%,49.0%,0.93
Best of 5,51,12,39,23.5%,65-129,33.5%,851-1061,44.5%,15-15,50.0%,51,75.7%,13.2%,8.5%,3.9%,56.7%,70.4%,48.4%,60.8%,32.4%,47.2%,0.83
Best of 3,151,62,89,41.1%,160-200,44.4%,1764-1879,48.4%,41-45,47.7%,148,81.2%,15.5%,9.9%,3.1%,57.0%,73.5%,52.5%,64.5%,33.2%,49.1%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,80.0%,9.1%,15.2%,3.0%,51.5%,82.4%,46.9%,65.2%,30.3%,47.7%,0.87
Semi-finals,3,1,2,33.3%,3-4,42.9%,35-40,46.7%,2-1,66.7%,3,86.1%,5.6%,7.9%,1.1%,57.5%,71.2%,51.3%,62.8%,28.7%,47.0%,0.77
Quarter-finals,13,3,10,23.1%,8-19,29.6%,123-153,44.6%,2-5,28.6%,13,72.5%,16.3%,6.2%,2.3%,53.4%,66.3%,52.2%,59.7%,32.9%,46.8%,0.82
vs Righties,173,61,112,35.3%,190-289,39.7%,2249-2558,46.8%,49-48,50.5%,170,79.2%,14.1%,9.2%,3.3%,57.0%,72.5%,51.0%,63.3%,32.6%,48.3%,0.89
vs Lefties,27,13,14,48.1%,34-36,48.6%,346-353,49.5%,7-11,38.9%,27,79.8%,19.2%,10.5%,3.9%,56.2%,72.1%,50.8%,62.8%,35.2%,49.4%,0.95
vs Top 10,17,0,17,0.0%,6-41,12.8%,185-290,38.9%,3-8,27.3%,17,71.9%,7.3%,8.5%,4.1%,57.7%,67.6%,46.0%,58.4%,26.3%,44.1%,0.63
