Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Cobolli,101.8,108.1,14.1,115.1,99.8,128,71,93.4,6.7,95.0,94.0,109,81
2024 Wimbledon R128,L vs De Minaur,109.5,119.7,7.7,125.6,114.8,130,85,94.5,6.2,98.5,95.8,109,84
2023 US Open R128,L vs Meligeni Alves,103.5,110.0,10.1,115.6,105.1,130,80,94.3,8.4,101.2,95.4,107,76
2022 US Open R64,L vs Evans,106.6,114.5,12.5,114.3,114.1,133,72,95.2,9.2,92.8,96.2,111,61
2022 US Open R128,W vs Oconnell,106.9,115.6,14.7,117.8,110.6,135,67,94.5,8.5,95.8,93.5,107,69
2022 Wimbledon R128,L vs Murray,113.2,120.5,6.2,124.1,115.3,133,102,100.1,6.9,106.1,96.0,115,89
2021 US Open R128,L vs Martinez,100.7,106.2,15.7,117.7,101.8,132,64,91.1,9.2,100.6,94.2,106,74
2021 Wimbledon R64,W vs Querrey,109.4,117.9,7.9,122.0,113.7,129,102,94.5,4.9,100.0,97.0,102,80
2018 US Open R128,L vs Murray,104.8,115.0,13.3,123.9,105.8,136,82,95.0,8.5,96.1,91.1,112,78
2018 Wimbledon R128,L vs Zverev,107.2,118.8,7.1,121.6,113.8,132,102,96.8,8.0,101.0,91.5,110,82
2017 Australian Open R128,L vs Lorenzi,104.5,114.7,12.6,119.7,106.6,133,80,93.6,9.6,95.0,88.0,111,74
2016 US Open R64,L vs Tsonga,104.5,115.6,13.1,122.8,106.5,134,87,92.5,5.6,94.8,96.6,114,81
2016 US Open R128,W vs Haase,105.5,119.3,9.4,,,135,90,90.3,8.4,,,107,64
2016 Australian Open R128,L vs Hewitt,113.2,123.2,9.9,,,139,100,100.7,6.8,,,118,91
2015 Australian Open R64,L vs Gasquet,111.4,117.7,11.1,,,136,89,97.1,8.4,,,114,86
2015 Australian Open R128,W vs Kavcic,104.6,113.4,11.4,,,131,78,91.4,8.8,,,108,68
2014 Wimbledon R128,L vs Gasquet,114.1,121.5,9.7,,,134,82,100.2,8.3,,,113,61
2014 Australian Open R128,L vs Federer,105.2,,,,,134,,,,,,,81
2013 US Open R128,L vs Smyczek,107.6,,,,,137,,,,,,,79
2013 Australian Open R64,L vs Kavcic,108.8,,,,,139,,,,,,,77
Career (23 matches),,106.0,116.0,11.0,120.6,108.7,139,64,94.6,7.8,97.7,94.5,118,61
