Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),34,1320,28,1867,24,1843,46,1731,33,1720,,,,
2025,37,1370,22,1881,17,1876,39,1738,30,1726,,,,
2024,14,2765,17,1921,13,1903,28,1777,18,1767,354,170,,
2023,20,1765,13,1930,12,1888,26,1794,20,1756,,,,
2022,86,613,68,1750,62,1712,140,1579,49,1671,,,,
2021,35,1558,42,1822,46,1759,116,1614,15,1784,,,,
2020,30,1646,16,1900,16,1848,71,1675,,,474,90,,
2019,57,912,66,1757,65,1726,182,1501,52,1667,367,119,,
2018,102,572,65,1754,59,1719,232,1456,,,690,6,,
2017,381,110,,,,,,,,,677,63,,
2016,992,12,,,,,,,,,1380,10,,
2015,1021,11,,,,,,,,,,,,
