Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,232,134,98,57.8%,329-252,56.6%,3028-2786,52.1%,58-62,48.3%,222,84.5%,18.7%,9.5%,3.0%,62.0%,74.8%,53.5%,66.7%,34.9%,50.9%,1.05
Clay,49,15,34,30.6%,51-76,40.2%,598-639,48.3%,7-10,41.2%,49,74.6%,21.3%,5.0%,3.2%,61.4%,68.0%,49.6%,60.9%,37.3%,49.2%,0.95
Grass,53,29,24,54.7%,82-68,54.7%,801-756,51.4%,21-16,56.8%,52,84.0%,18.8%,9.0%,3.5%,62.8%,74.6%,52.3%,66.3%,35.7%,50.9%,1.06
Grand Slams,50,21,29,42.0%,92-98,48.4%,956-956,50.0%,12-22,35.3%,50,82.3%,17.9%,8.8%,3.5%,61.4%,72.6%,52.9%,65.0%,35.0%,49.9%,1.00
Masters,78,35,43,44.9%,87-98,47.0%,929-934,49.9%,16-22,42.1%,78,80.3%,18.9%,7.6%,3.3%,60.9%,73.1%,50.3%,64.2%,35.2%,49.9%,0.98
Other Tours,195,115,80,59.0%,269-192,58.4%,2432-2199,52.5%,57-43,57.0%,187,84.3%,19.9%,9.0%,2.9%,62.8%,74.5%,53.6%,66.7%,35.7%,51.2%,1.07
Best of 5,49,21,28,42.9%,92-97,48.7%,953-950,50.1%,12-22,35.3%,49,82.6%,17.9%,8.9%,3.5%,61.4%,72.8%,53.1%,65.2%,35.0%,50.0%,1.01
Best of 3,285,157,128,55.1%,370-299,55.3%,3474-3231,51.8%,74-66,52.9%,274,83.0%,19.5%,8.7%,3.1%,62.2%,74.0%,52.6%,65.9%,35.5%,50.8%,1.04
Finals,11,7,4,63.6%,16-9,64.0%,130-124,51.2%,6-1,85.7%,11,85.5%,14.6%,10.2%,2.6%,63.0%,74.5%,53.2%,66.6%,32.1%,49.8%,0.96
Semi-finals,24,11,13,45.8%,26-31,45.6%,288-295,49.4%,6-7,46.2%,24,82.8%,15.6%,7.6%,2.7%,62.7%,72.7%,53.1%,65.4%,33.6%,49.8%,0.97
Quarter-finals,36,24,12,66.7%,53-30,63.9%,439-370,54.3%,7-6,53.8%,34,83.7%,24.9%,7.9%,2.4%,64.1%,73.3%,54.3%,66.5%,38.1%,52.2%,1.14
vs Righties,298,161,137,54.0%,416-353,54.1%,3982-3745,51.5%,79-81,49.4%,288,83.4%,18.9%,8.6%,3.1%,62.1%,73.9%,53.1%,66.0%,35.3%,50.7%,1.04
vs Lefties,35,16,19,45.7%,44-43,50.6%,432-428,50.2%,6-7,46.2%,35,79.0%,20.9%,9.3%,3.3%,61.3%,72.6%,48.9%,63.4%,36.3%,49.9%,0.99
vs Top 10,34,14,20,41.2%,38-56,40.4%,444-506,46.7%,10-11,47.6%,33,78.0%,15.1%,7.0%,3.0%,63.7%,70.3%,49.5%,62.7%,31.9%,47.9%,0.86
