Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,15,3,12,20.0%,2019,2026,R16,16,1.05,9.9%,3.0%,64.7%,74.8%,52.8%,67.0%,34.5%,68.8%,39.6%
Roland Garros,8,Clay,10,2,8,20.0%,5,3,2,60.0%,2018,2025,R64,9,0.94,6.1%,3.5%,58.9%,68.9%,52.3%,62.0%,35.7%,68.5%,26.0%
Wimbledon,6,Grass,14,8,6,57.1%,9,6,3,66.7%,2019,2025,R16,14,1.07,9.0%,3.1%,62.1%,73.4%,52.6%,65.5%,36.8%,58.9%,36.3%
US Open,8,Hard,14,6,8,42.9%,9,4,5,44.4%,2018,2025,R64,14,0.94,9.2%,4.9%,58.2%,71.6%,54.0%,64.3%,33.7%,54.0%,31.1%
Olympics,2,,6,4,2,66.7%,5,4,1,80.0%,2021,2024,QF,2,1.02,6.7%,1.8%,62.2%,77.5%,46.8%,65.9%,34.8%,63.6%,55.6%
Davis Cup,3,,8,6,2,75.0%,2,1,1,50.0%,2023,2025,,5,1.09,11.3%,1.2%,65.4%,73.4%,54.0%,66.7%,36.3%,63.6%,30.0%
Miami Masters,7,Hard,13,6,7,46.2%,5,3,2,60.0%,2019,2026,R16,13,1.04,8.2%,3.3%,63.5%,74.9%,52.1%,66.6%,34.8%,52.8%,26.9%
Indian Wells Masters,6,Hard,12,6,6,50.0%,3,2,1,66.7%,2019,2026,R32,12,1.00,8.5%,3.6%,56.5%,75.0%,46.6%,62.6%,37.3%,59.2%,46.0%
Dubai,3,Hard,9,7,2,77.8%,2,2,0,100.0%,2024,2026,W,9,1.15,10.2%,1.0%,67.8%,72.2%,60.5%,68.4%,36.4%,78.6%,31.8%
Doha,2,Hard,3,1,2,33.3%,0,0,0,-,2024,2026,QF,3,0.91,3.4%,3.4%,61.4%,67.4%,48.2%,60.0%,36.5%,40.0%,45.5%
Rotterdam,4,Hard,7,3,4,42.9%,4,1,3,25.0%,2021,2026,SF,7,1.10,7.3%,2.9%,58.5%,71.9%,59.0%,66.5%,36.9%,61.1%,34.1%
Montpellier,6,Hard,9,3,6,33.3%,9,5,4,55.6%,2019,2026,QF,9,0.97,14.5%,3.1%,63.3%,78.1%,49.1%,67.4%,31.6%,70.4%,23.9%
