Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dubai R32,W vs Tsitsipas,58.9%,42.4%,3.6%,0/2,2.06,28.1%,52.8%,26.3%,2.8%,1.98,40.9%,77.8%,64.3%,5.6%,2.25,0.0%
2026 Rotterdam SF,L vs De Minaur,71.1%,48.1%,1.3%,0/1,2.64,2.6%,68.6%,48.6%,0.0%,2.55,4.5%,82.6%,47.4%,4.3%,2.76,0.0%
2026 Rotterdam R32,W vs Medvedev,59.8%,41.0%,2.0%,0/2,2.53,10.0%,51.7%,32.3%,0.0%,2.55,16.7%,90.9%,50.0%,6.1%,2.50,0.0%
2026 Adelaide F,L vs Machac,68.4%,44.8%,2.0%,0/2,2.35,36.4%,65.7%,40.9%,0.0%,2.36,57.1%,76.7%,52.2%,6.7%,2.34,12.9%
2026 Adelaide QF,W vs Shevchenko,75.6%,61.3%,0.0%,0/0,2.15,29.6%,82.1%,56.5%,0.0%,2.36,44.4%,88.9%,75.0%,0.0%,1.72,0.0%
2025 Stockholm F,L vs Ruud,69.2%,11.1%,0.0%,0/0,2.19,48.6%,58.3%,14.3%,0.0%,2.20,65.4%,86.7%,7.7%,0.0%,2.17,0.0%
2025 Miami R64,L vs Fonseca,57.5%,17.4%,2.5%,0/1,2.19,2.7%,50.0%,7.7%,3.8%,2.34,5.3%,71.4%,30.0%,0.0%,2.03,0.0%
2025 Dubai R32,W vs Lehecka,69.1%,76.3%,5.5%,0/3,1.90,43.3%,61.1%,77.3%,0.0%,1.69,68.8%,88.9%,75.0%,16.7%,2.14,14.3%
2025 Marseille F,W vs Medjedovic,56.9%,51.2%,2.8%,1/1,2.27,3.4%,50.0%,40.9%,4.5%,2.06,0.0%,82.6%,63.2%,0.0%,2.35,5.0%
2025 Marseille SF,W vs Bergs,62.1%,52.8%,1.7%,0/1,2.17,22.2%,58.1%,44.4%,0.0%,1.92,50.0%,72.0%,61.1%,4.0%,2.37,0.0%
2025 Marseille QF,W vs Sonego,59.4%,57.9%,0.0%,0/0,2.11,23.8%,50.0%,65.0%,0.0%,1.97,58.8%,78.3%,50.0%,0.0%,2.20,0.0%
2025 Marseille R16,W vs Bublik,53.5%,55.3%,4.2%,0/3,2.08,35.0%,41.0%,56.3%,2.6%,2.16,47.4%,78.6%,54.5%,7.1%,2.00,23.8%
2025 Davis Cup Qualifiers RR,W vs Fonseca,75.0%,45.1%,2.9%,1/1,2.00,28.6%,74.4%,50.0%,2.3%,2.38,41.2%,82.6%,36.8%,4.3%,1.64,16.7%
2025 Australian Open R16,L vs Zverev,55.8%,41.7%,5.8%,1/4,2.30,13.6%,50.0%,35.5%,4.8%,2.25,22.5%,81.0%,52.9%,9.5%,2.37,0.0%
2025 Australian Open R64,W vs Habib,56.2%,58.0%,1.1%,0/1,2.40,5.7%,55.2%,53.1%,1.7%,2.44,11.1%,66.7%,66.7%,0.0%,2.35,0.0%
2024 Paris F,L vs Zverev,64.9%,20.8%,2.7%,0/1,2.38,16.2%,56.5%,15.4%,0.0%,2.70,37.5%,78.6%,27.3%,7.1%,2.14,0.0%
2024 Paris SF,W vs Khachanov,66.0%,62.1%,2.0%,0/2,2.28,35.4%,60.0%,56.4%,0.0%,2.33,53.5%,79.4%,70.4%,5.9%,2.20,0.0%
2024 Paris R16,W vs Alcaraz,57.3%,46.5%,1.3%,1/0,2.36,21.1%,45.7%,38.1%,2.2%,2.18,32.1%,91.7%,54.5%,0.0%,2.53,10.3%
2024 Paris R32,W vs Giron,68.8%,66.7%,0.0%,0/0,2.33,34.4%,63.3%,52.6%,0.0%,2.36,55.6%,93.3%,85.7%,0.0%,2.29,7.1%
2024 Basel R32,W vs Kym,57.8%,50.8%,4.6%,3/2,2.35,26.9%,55.4%,51.2%,2.7%,2.46,36.1%,68.8%,50.0%,9.4%,2.13,6.3%
Career (74 matches),,62.5%,49.3%,2.9%,32.5%,2.31,21.0%,56.7%,45.1%,1.7%,2.31,33.8%,81.3%,55.1%,5.6%,2.31,3.4%
