Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,20,11,9,55.0%,27-21,56.3%,256-237,51.9%,8-5,61.5%,20,87.2%,15.2%,10.2%,3.1%,62.7%,77.3%,55.1%,69.0%,33.8%,51.3%,1.09,F (Adelaide)
2025,43,24,19,55.8%,59-42,58.4%,535-495,51.9%,11-8,57.9%,42,83.1%,19.2%,9.0%,3.2%,61.5%,73.8%,53.6%,66.0%,35.1%,50.7%,1.03,W (Marseille)
2024,64,39,25,60.9%,100-68,59.5%,881-749,54.0%,9-15,37.5%,63,85.9%,22.2%,8.8%,2.3%,63.7%,73.6%,55.6%,67.1%,36.9%,51.9%,1.12,W (2x)
2023,57,33,24,57.9%,79-62,56.0%,740-674,52.3%,13-16,44.8%,54,81.7%,21.7%,8.6%,3.3%,60.6%,74.2%,51.3%,65.1%,36.8%,50.9%,1.06,W (Metz)
2022,30,9,21,30.0%,33-52,38.8%,397-454,46.7%,6-11,35.3%,30,76.5%,16.9%,5.9%,2.8%,63.4%,68.0%,50.6%,61.6%,35.1%,48.6%,0.91,R16 (4x)
2021,39,19,20,48.7%,51-53,49.0%,534-539,49.8%,15-11,57.7%,34,83.9%,14.3%,9.8%,3.2%,63.3%,75.6%,51.3%,66.7%,33.2%,49.9%,1.00,W (Halle)
2020,36,24,12,66.7%,56-36,60.9%,483-431,52.8%,14-6,70.0%,36,83.9%,20.0%,8.5%,3.5%,62.0%,75.1%,51.9%,66.3%,35.7%,51.2%,1.06,W (2x)
2019,39,17,22,43.6%,50-52,49.0%,512-508,50.2%,8-12,40.0%,38,80.8%,19.4%,9.0%,4.0%,59.8%,73.7%,51.8%,64.9%,35.1%,50.0%,1.00,SF (3x)
2018,6,2,4,33.3%,7-10,41.2%,89-94,48.6%,2-4,33.3%,6,85.4%,12.4%,10.4%,3.7%,58.6%,74.3%,54.7%,66.2%,31.1%,49.2%,0.92,R16 (Metz)
Career,334,178,156,53.3%,462-396,53.8%,4427-4181,51.4%,86-88,49.4%,323,82.9%,19.1%,8.7%,3.2%,62.0%,73.7%,52.7%,65.7%,35.4%,50.6%,1.03,
