Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,19,16,54.3%,42-37,53.2%,414-394,51.2%,11-9,55.0%,35,86.5%,14.9%,10.5%,3.2%,63.4%,76.6%,53.9%,68.3%,32.3%,50.5%,1.02
Clay,7,2,5,28.6%,7-9,43.8%,81-84,49.1%,2-2,50.0%,7,75.3%,19.0%,5.3%,3.2%,59.5%,66.4%,53.9%,61.3%,37.6%,49.6%,0.97
Grass,8,4,4,50.0%,12-9,57.1%,115-105,52.3%,3-2,60.0%,8,81.5%,22.4%,6.4%,3.7%,62.1%,72.9%,55.3%,66.2%,37.3%,51.7%,1.10
Grand Slams,5,1,4,20.0%,6-10,37.5%,80-92,46.5%,2-3,40.0%,5,77.3%,16.1%,7.5%,4.5%,59.1%,69.7%,52.8%,62.8%,33.1%,48.6%,0.89
Masters,12,4,8,33.3%,11-15,42.3%,132-140,48.5%,4-3,57.1%,12,81.2%,12.2%,9.6%,3.0%,63.0%,75.2%,50.0%,65.9%,31.9%,49.2%,0.93
Other Tours,33,20,13,60.6%,44-30,59.5%,398-351,53.1%,10-7,58.8%,33,86.6%,18.8%,9.1%,3.1%,63.2%,75.2%,56.1%,68.2%,35.1%,51.6%,1.10
Best of 5,4,1,3,25.0%,6-9,40.0%,77-86,47.2%,2-3,40.0%,4,79.7%,15.2%,8.0%,4.2%,58.9%,71.5%,54.2%,64.4%,32.8%,49.0%,0.92
Best of 3,46,24,22,52.2%,55-46,54.5%,533-497,51.7%,14-10,58.3%,46,84.6%,17.2%,9.1%,3.1%,63.1%,74.8%,54.2%,67.2%,34.3%,50.8%,1.05
Finals,2,0,2,0.0%,1-4,20.0%,18-30,37.5%,1-0,100.0%,2,69.6%,4.2%,8.9%,2.7%,64.4%,69.1%,42.3%,59.6%,24.8%,42.8%,0.61
Semi-finals,6,2,4,33.3%,3-9,25.0%,59-72,45.0%,2-2,50.0%,6,79.4%,9.0%,5.7%,2.9%,62.3%,72.4%,52.5%,64.9%,32.8%,48.2%,0.94
Quarter-finals,6,6,0,100.0%,12-1,92.3%,80-40,66.7%,2-1,66.7%,6,96.6%,36.2%,10.2%,2.8%,66.3%,78.8%,63.1%,73.5%,42.9%,58.3%,1.62
vs Righties,44,24,20,54.5%,56-45,55.4%,530-497,51.6%,14-8,63.6%,44,84.3%,17.3%,8.7%,3.1%,62.6%,74.4%,54.9%,67.1%,34.2%,50.8%,1.04
vs Lefties,6,1,5,16.7%,5-10,33.3%,80-86,48.2%,2-5,28.6%,6,81.5%,14.6%,10.5%,4.3%,62.2%,74.0%,49.8%,64.8%,33.3%,49.1%,0.95
vs Top 10,3,1,2,33.3%,2-5,28.6%,34-39,46.6%,0-2,0.0%,3,83.3%,11.4%,5.4%,4.5%,61.6%,74.6%,53.5%,66.5%,31.6%,48.6%,0.95
