Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R32,W vs Tsitsipas,36,20,1.8,30.0%,16.7%,29,19,1.5,27.9%,18.3%,5.8%,1.9%,1.2,22.5%,18.3%
2026 Rotterdam SF,L vs De Minaur,12,39,0.3,9.4%,30.5%,12,37,0.3,9.8%,30.1%,6.5%,3.3%,0.2,3.1%,18.0%
2026 Rotterdam R32,W vs Medvedev,21,37,0.6,10.5%,18.5%,16,35,0.5,9.0%,19.7%,5.1%,3.9%,0.4,9.0%,20.5%
2026 Adelaide F,L vs Machac,35,36,1.0,17.9%,18.5%,27,33,0.8,15.2%,18.5%,7.3%,6.7%,1.3,14.4%,11.3%
2026 Adelaide QF,W vs Shevchenko,41,8,5.1,48.2%,9.4%,34,7,4.9,47.2%,9.7%,20.8%,15.3%,1.1,18.8%,16.5%
2025 Stockholm F,L vs Ruud,15,21,0.7,17.0%,23.9%,10,20,0.5,12.5%,25.0%,5.0%,7.5%,1.9,26.1%,13.6%
2025 Miami Masters R64,L vs Fonseca,19,21,0.9,20.4%,22.6%,14,19,0.7,17.3%,23.5%,8.6%,0.0%,2.8,26.9%,9.7%
2025 Dubai R32,W vs Lehecka,39,14,2.8,37.9%,13.6%,33,14,2.4,34.7%,14.7%,14.7%,9.5%,0.9,17.5%,19.4%
2025 Marseille F,W vs Medjedovic,48,19,2.5,34.8%,13.8%,35,19,1.8,30.2%,16.4%,8.6%,4.3%,1.8,24.6%,13.8%
2025 Marseille SF,W vs Bergs,32,21,1.5,27.1%,17.8%,27,19,1.4,26.0%,18.3%,4.8%,0.0%,1.2,22.0%,18.6%
2025 Marseille QF,W vs Sonego,35,24,1.5,27.6%,18.9%,30,22,1.4,27.0%,19.8%,9.9%,6.3%,1.3,22.0%,17.3%
2025 Marseille R16,W vs Bublik,35,20,1.8,25.4%,14.5%,26,19,1.4,22.8%,16.7%,6.1%,3.5%,1.3,28.3%,22.5%
2025 Davis Cup RR,W vs Fonseca,35,25,1.4,27.6%,19.7%,32,23,1.4,27.4%,19.7%,9.4%,5.1%,1.0,18.1%,18.1%
2025 Australian Open R16,L vs Zverev,45,35,1.3,23.8%,18.5%,33,32,1.0,21.9%,21.2%,5.3%,2.0%,2.1,29.6%,14.3%
2025 Australian Open R64,W vs Habib,40,23,1.7,24.4%,14.0%,23,22,1.0,17.6%,16.8%,9.9%,3.8%,0.9,14.6%,15.9%
2024 Paris Masters F,L vs Zverev,18,19,0.9,20.2%,21.3%,15,15,1.0,19.2%,19.2%,6.4%,5.1%,3.2,32.6%,10.1%
2024 Paris Masters SF,W vs Khachanov,36,35,1.0,18.2%,17.7%,26,31,0.8,15.1%,18.0%,11.6%,2.9%,0.9,14.6%,16.7%
2024 Paris Masters R16,W vs Alcaraz,26,27,1.0,15.2%,15.8%,18,24,0.8,12.2%,16.2%,9.5%,1.4%,1.2,15.2%,12.9%
2024 Paris Masters R32,W vs Giron,33,23,1.4,34.4%,24.0%,24,23,1.0,29.6%,28.4%,11.1%,12.3%,0.8,13.5%,16.7%
2024 Basel R32,W vs Kym,44,31,1.4,21.8%,15.3%,31,30,1.0,17.5%,16.9%,11.9%,5.6%,0.9,13.9%,15.3%
Career (97 matches),,3255,2965,1.1,19.2%,17.5%,2572,2753,0.9,17.2%,18.5%,8.6%,4.2%,1.0,15.8%,15.5%
