Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Dubai R32,W vs Tsitsipas,3.1,2.9,3.3,53.9%,66.7%,50.0%,14.3%,50.0%,11.1%,-6.0,-9.4,4.5,7.0
2026 Rotterdam SF,L vs De Minaur,5.3,5.4,5.2,44.8%,54.5%,41.2%,63.6%,53.2%,19.0%,4.0,2.4,-2.0,-1.7
2026 Rotterdam R32,W vs Medvedev,3.8,4.2,3.5,51.6%,48.6%,45.5%,52.9%,46.5%,9.5%,9.0,6.4,7.5,4.9
2026 Adelaide F,L vs Machac,3.7,3.9,3.5,47.9%,47.9%,37.5%,42.9%,38.5%,11.4%,1.5,1.4,5.5,3.6
2026 Adelaide QF,W vs Shevchenko,3.6,3.8,3.3,75.5%,59.1%,58.3%,50.0%,53.0%,16.4%,13.0,22.0,10.0,21.7
2025 Stockholm F,L vs Ruud,4.6,4.6,4.6,43.1%,30.8%,16.7%,16.7%,43.7%,4.5%,-4.5,-7.1,-8.5,-10.2
2025 Miami R64,L vs Fonseca,3.6,3.7,3.4,41.3%,29.4%,20.0%,50.0%,72.7%,8.3%,-11.5,-13.2,1.0,3.0
2025 Dubai R32,W vs Lehecka,3.8,3.7,3.9,60.0%,68.0%,72.7%,57.1%,59.5%,12.1%,13.5,14.7,8.5,14.7
2025 Marseille F,W vs Medjedovic,2.9,2.7,3.0,57.8%,57.9%,30.8%,25.0%,58.4%,21.0%,2.5,3.0,2.5,5.1
2025 Marseille SF,W vs Bergs,3.1,3.0,3.3,58.4%,59.3%,50.0%,0.0%,56.1%,16.9%,7.0,9.2,-1.5,-2.8
2025 Marseille QF,W vs Sonego,3.3,3.6,3.1,50.6%,51.7%,80.0%,80.0%,57.9%,2.8%,13.5,14.7,1.0,1.4
2025 Marseille R16,W vs Bublik,2.8,2.9,2.6,51.5%,60.0%,42.9%,50.0%,52.9%,10.8%,-1.5,-2.3,10.5,18.1
2025 Davis Cup Qualifiers RR,W vs Fonseca,3.3,3.3,3.3,50.0%,70.0%,60.0%,0.0%,53.8%,8.9%,7.5,8.7,2.0,2.8
2025 Australian Open R16,L vs Zverev,3.5,3.8,3.1,45.2%,38.3%,47.4%,22.2%,56.6%,16.1%,-2.5,-2.1,-1.0,-1.1
2025 Australian Open R64,W vs Habib,2.7,2.7,2.7,56.0%,68.0%,40.0%,75.0%,47.3%,9.1%,12.5,15.8,4.5,5.6
2024 Paris F,L vs Zverev,4.2,4.5,3.9,38.5%,42.1%,0.0%,30.0%,45.6%,12.3%,-8.0,-13.8,0.0,0.0
2024 Paris SF,W vs Khachanov,3.6,3.4,3.9,47.5%,58.7%,64.7%,69.2%,53.6%,12.5%,21.0,13.9,1.0,0.8
2024 Paris R16,W vs Alcaraz,3.3,3.6,3.0,56.2%,46.3%,50.0%,33.3%,60.7%,4.8%,5.5,4.4,1.5,1.9
2024 Paris R32,W vs Giron,3.4,3.4,3.5,59.0%,68.2%,55.6%,75.0%,51.0%,5.7%,6.5,9.0,6.5,9.8
2024 Basel R32,W vs Kym,3.2,3.0,3.4,54.1%,61.9%,47.1%,25.0%,48.0%,14.4%,20.5,17.2,3.5,3.1
Career (74 matches),,3.8,4.0,3.6,49.9%,52.8%,52.8%,50.4%,51.7%,12.0%,6.8,6.1,3.5,3.6
