Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Australian Open R128,L vs Sevastova,9,23,0.4,10.3%,26.4%,9,20,0.5,12.2%,27.0%,10.8%,1.4%,1.5,27.6%,18.4%
2015 Wimbledon R128,L vs Lisicki,16,25,0.6,12.9%,20.2%,15,22,0.7,14.3%,21.0%,8.6%,4.8%,1.6,19.4%,12.1%
2015 Roland Garros R128,L vs Hesse,21,42,0.5,13.5%,26.9%,20,38,0.5,14.7%,27.9%,7.4%,5.1%,0.7,14.7%,21.8%
2015 Australian Open R64,L vs Halep,16,17,0.9,15.5%,16.5%,15,15,1.0,16.5%,16.5%,11.0%,5.5%,1.8,20.4%,11.7%
2015 Australian Open R128,W vs Dulgheru,19,31,0.6,15.3%,25.0%,18,27,0.7,15.9%,23.9%,6.2%,8.0%,0.2,5.6%,23.4%
2014 US Open R128,L vs Keys,2,19,0.1,2.4%,23.2%,2,14,0.1,3.0%,20.9%,3.0%,0.0%,2.6,28.0%,11.0%
2014 Wimbledon R64,L vs Larcher De Brito,39,31,1.3,19.1%,15.2%,33,24,1.4,17.5%,12.7%,10.1%,6.3%,1.9,14.7%,7.8%
2014 Wimbledon R128,W vs Voegele,43,20,2.2,26.1%,12.1%,33,17,1.9,22.3%,11.5%,16.2%,6.1%,2.1,13.9%,6.7%
2014 Australian Open R128,L vs Kerber,41,31,1.3,25.5%,19.3%,39,25,1.6,27.5%,17.6%,,,1.8,18.6%,10.6%
2013 Australian Open R128,L vs Wickmayer,18,41,0.4,15.5%,35.3%,12,35,0.3,12.1%,35.4%,,,0.7,9.5%,13.8%
2012 Roland Garros R64,L vs Wozniacki,25,40,0.6,25.0%,40.0%,23,35,0.7,25.0%,38.0%,,,1.3,9.0%,7.0%
2012 Australian Open R128,L vs Kirilenko,28,42,0.7,23.7%,35.6%,22,38,0.6,22.0%,38.0%,,,0.8,9.3%,11.9%
2011 US Open R64,L vs King,21,45,0.5,19.3%,41.3%,18,37,0.5,19.8%,40.7%,13.2%,5.5%,0.7,8.3%,11.9%
2011 US Open R128,W vs Benesova,29,57,0.5,16.5%,32.4%,23,41,0.6,15.8%,28.1%,11.0%,2.1%,0.4,7.4%,18.8%
2011 Wimbledon R32,L vs Wozniacki,25,12,2.1,25.3%,12.1%,23,11,2.1,24.7%,11.8%,12.9%,10.8%,3.0,15.2%,5.1%
2011 Roland Garros R32,L vs Petkovic,36,43,0.8,20.5%,24.4%,32,37,0.9,19.9%,23.0%,14.9%,5.0%,0.9,13.1%,14.2%
2011 Roland Garros R64,W vs Medina Garrigues,32,32,1.0,22.2%,22.2%,29,30,1.0,21.2%,21.9%,13.1%,7.3%,0.8,7.6%,9.0%
2011 Roland Garros R128,W vs Razzano,18,18,1.0,16.4%,16.4%,15,17,0.9,14.7%,16.7%,8.8%,4.9%,0.8,13.6%,16.4%
2011 Australian Open R128,L vs Wickmayer,37,49,0.8,20.1%,26.6%,28,43,0.7,17.6%,27.0%,,,1.0,12.5%,13.0%
Career (19 matches),,475,618,0.8,18.7%,24.3%,409,526,0.8,18.2%,23.4%,8.0%,4.0%,1.1,13.6%,12.9%
