Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,159,67,92,42.1%,172-198,46.5%,1682-1789,48.5%,19-19,50.0%,31,70.5%,25.0%,6.7%,5.6%,59.0%,68.9%,45.3%,59.2%,40.5%,49.7%,0.99
Clay,64,31,33,48.4%,72-73,49.7%,674-668,50.2%,6-9,40.0%,5,46.2%,30.0%,4.9%,6.0%,57.8%,56.1%,45.2%,51.5%,41.0%,46.3%,0.85
Grass,30,12,18,40.0%,26-39,40.0%,284-336,45.8%,3-6,33.3%,6,66.7%,17.9%,6.7%,2.8%,61.8%,61.0%,55.7%,59.0%,36.7%,47.8%,0.89
Carpet,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,0,,,,,,,,,,,
Grand Slams,56,21,35,37.5%,52-72,41.9%,523-615,46.0%,7-5,58.3%,8,54.1%,25.7%,3.3%,6.1%,57.1%,64.3%,41.9%,54.7%,39.8%,47.1%,0.88
Premiers,49,15,34,30.6%,42-73,36.5%,485-592,45.0%,6-9,40.0%,17,60.7%,23.0%,6.4%,4.8%,62.2%,64.1%,46.0%,57.3%,40.6%,48.9%,0.95
Internationals,118,60,58,50.8%,143-126,53.2%,1309-1235,51.5%,12-17,41.4%,15,76.1%,26.3%,8.2%,5.2%,56.8%,70.5%,49.8%,61.5%,40.4%,50.6%,1.05
Finals,2,2,0,100.0%,4-0,100.0%,24-12,66.7%,0-0,-,0,,,,,,,,,,,
Semi-finals,6,2,4,33.3%,7-8,46.7%,77-68,53.1%,0-2,0.0%,1,77.8%,22.2%,5.2%,6.1%,60.0%,72.5%,56.5%,66.1%,38.0%,49.8%,1.12
Quarter-finals,18,6,12,33.3%,17-26,39.5%,191-215,47.0%,1-0,100.0%,3,71.4%,33.3%,6.2%,5.1%,60.7%,64.7%,44.6%,56.8%,37.3%,47.8%,0.86
vs Righties,227,96,131,42.3%,238-283,45.7%,2338-2520,48.1%,25-29,46.3%,39,65.8%,24.7%,6.6%,5.2%,59.1%,66.2%,46.6%,58.2%,39.9%,48.9%,0.96
vs Lefties,21,10,11,47.6%,25-25,50.0%,246-238,50.8%,3-2,60.0%,2,-,-,2.8%,6.8%,60.5%,67.3%,41.4%,57.1%,40.5%,49.0%,0.94
vs Top 10,27,3,24,11.1%,10-49,16.9%,200-333,37.5%,1-6,14.3%,8,48.4%,9.4%,4.1%,4.4%,59.6%,62.5%,39.7%,53.3%,36.5%,44.9%,0.78
