Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Wimbledon R128,L vs Pattinama Kerkhove,0.0%,-,1.9%,100.0%,6.8%,8.3%,0.0%,7.7%,40.0%,0.0%,-,-45,32
2021 Australian Open R128,W vs Strycova,0.0%,-,6.4%,57.1%,12.5%,18.9%,0.0%,15.0%,30.8%,0.9%,0.0%,29,40
2020 Doha SF,L vs Sabalenka,0.0%,-,4.4%,80.0%,15.3%,41.7%,0.0%,7.5%,22.2%,1.0%,100.0%,-14,-46
2020 Doha QF,W vs Bencic,0.0%,-,10.8%,66.7%,21.2%,33.3%,0.0%,8.3%,50.0%,0.8%,0.0%,1,9
2020 Australian Open R128,W vs Vondrousova,0.0%,-,16.0%,76.9%,9.8%,15.9%,7.7%,5.5%,37.5%,0.3%,0.0%,-21,-33
2019 Wuhan R16,L vs Svitolina,0.0%,-,9.8%,81.8%,9.5%,13.3%,0.0%,5.1%,15.0%,0.0%,-,66,49
2019 Cincinnati F,L vs Keys,2.6%,50.0%,8.0%,61.5%,13.9%,17.2%,33.3%,15.2%,20.0%,0.0%,-,-65,-56
2019 Cincinnati SF,W vs Barty,2.3%,100.0%,10.5%,90.0%,8.3%,15.8%,0.0%,5.7%,20.0%,0.5%,100.0%,-85,-69
2019 Toronto R16,L vs Halep,0.0%,-,7.6%,87.5%,7.9%,9.1%,0.0%,3.7%,20.0%,0.4%,100.0%,-44,-68
2019 Madrid R64,W vs Sabalenka,0.0%,-,3.0%,60.0%,14.8%,9.1%,0.0%,13.2%,42.9%,0.4%,0.0%,-54,-60
2018 US Open R128,L vs Williams,0.9%,100.0%,4.2%,60.0%,19.3%,24.0%,60.0%,15.8%,57.1%,2.2%,28.6%,-41,-16
2018 Washington F,W vs Vekic,0.0%,-,4.8%,60.0%,12.4%,16.7%,0.0%,6.6%,31.3%,2.7%,55.6%,-3,25
2018 Indian Wells R64,L vs Sabalenka,0.0%,-,0.9%,100.0%,17.9%,28.6%,50.0%,0.0%,0.0%,0.0%,-,-129,-61
2017 Toronto R32,L vs Bellis,0.0%,-,4.3%,83.3%,9.5%,6.5%,0.0%,8.7%,58.3%,0.0%,-,-3,8
2017 Wimbledon QF,L vs Muguruza,0.0%,-,9.1%,80.0%,7.8%,12.3%,0.0%,12.1%,45.5%,0.8%,50.0%,-50,-60
2017 Roland Garros R16,L vs Wozniacki,0.0%,-,8.8%,42.9%,9.5%,10.2%,20.0%,6.3%,13.3%,0.4%,0.0%,-49,-40
2017 Roland Garros R64,W vs Dodin,0.0%,-,5.0%,72.7%,13.6%,30.8%,0.0%,7.3%,22.2%,1.3%,75.0%,-82,-62
2017 Stuttgart R16,L vs Siegemund,0.0%,-,9.0%,56.3%,15.2%,28.9%,0.0%,0.0%,0.0%,1.1%,33.3%,-41,-16
2017 Miami R64,W vs Minella,0.0%,-,9.8%,80.0%,12.1%,5.9%,25.0%,12.2%,50.0%,0.0%,-,7,18
2017 Indian Wells F,L vs Vesnina,0.0%,-,3.2%,50.0%,12.3%,21.2%,0.0%,10.1%,30.0%,0.2%,0.0%,-61,-36
Career (73 matches),,0.4%,68.0%,8.4%,69.0%,13.2%,18.9%,17.6%,8.7%,23.7%,0.8%,33.9%,-9,-3
