Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,14,5,9,35.7%,15-21,41.7%,148-168,46.8%,0-1,0.0%,14,63.2%,31.3%,3.3%,4.2%,62.8%,62.4%,42.2%,54.9%,41.7%,48.3%,0.92,SF (St. Petersburg)
2020,14,7,7,50.0%,16-17,48.5%,163-158,50.8%,2-5,28.6%,14,66.5%,36.5%,4.0%,3.4%,66.5%,64.4%,43.6%,57.4%,43.9%,50.7%,1.03,SF (Doha)
2019,27,14,13,51.9%,32-31,50.8%,306-306,50.0%,7-3,70.0%,27,66.9%,32.9%,3.3%,3.5%,67.2%,63.0%,48.2%,58.1%,43.9%,50.7%,1.05,F (Cincinnati)
2018,24,11,13,45.8%,26-31,45.6%,263-269,49.4%,2-3,40.0%,23,61.5%,37.1%,3.2%,6.0%,67.2%,61.6%,40.0%,54.5%,44.5%,49.5%,0.98,W (Washington)
2017,49,32,17,65.3%,72-43,62.6%,611-518,54.1%,12-2,85.7%,49,69.2%,38.6%,3.8%,4.7%,67.0%,63.2%,47.1%,57.9%,45.3%,51.5%,1.07,F (Indian Wells)
2016,68,45,23,66.2%,98-66,59.8%,828-707,53.9%,7-9,43.8%,65,67.6%,40.0%,4.5%,4.3%,65.8%,64.8%,44.6%,57.9%,45.5%,51.6%,1.08,W (2x)
2015,48,28,20,58.3%,60-47,56.1%,538-489,52.4%,8-3,72.7%,30,70.4%,33.3%,4.1%,4.7%,65.8%,64.5%,50.7%,59.8%,41.2%,50.4%,1.03,W (Moscow)
2014,45,27,18,60.0%,59-40,59.6%,492-421,53.9%,3-5,37.5%,42,-,-,4.2%,3.9%,62.9%,64.6%,48.2%,58.6%,45.6%,51.9%,1.10,W (Washington)
2013,47,29,18,61.7%,63-46,57.8%,529-487,52.1%,6-1,85.7%,45,-,-,5.0%,3.8%,61.4%,63.7%,46.3%,57.0%,44.6%,50.6%,1.04,SF (Moscow)
2012,29,16,13,55.2%,36-27,57.1%,315-265,54.3%,2-6,25.0%,23,-,-,5.6%,3.3%,62.4%,60.9%,49.5%,56.6%,46.5%,51.5%,1.07,SF (Auckland)
2011,55,34,21,61.8%,78-52,60.0%,676-569,54.3%,5-10,33.3%,49,-,-,3.1%,3.4%,64.7%,62.7%,47.8%,57.4%,46.4%,51.9%,1.09,F (Dubai)
2010,43,26,17,60.5%,60-47,56.1%,536-471,53.2%,3-6,33.3%,38,-,-,4.7%,5.0%,61.3%,69.0%,44.6%,59.5%,44.2%,51.6%,1.09,W (San Diego)
2009,60,43,17,71.7%,94-47,66.7%,747-576,56.5%,9-8,52.9%,55,-,-,5.1%,3.8%,61.9%,67.1%,50.4%,60.7%,44.9%,52.6%,1.14,W (3x)
2008,65,44,21,67.7%,95-52,64.6%,764-607,55.7%,9-4,69.2%,55,-,-,5.5%,3.9%,59.7%,66.8%,47.2%,58.9%,46.2%,52.4%,1.12,F (5x)
2007,75,55,20,73.3%,113-56,66.9%,881-683,56.3%,10-8,55.6%,70,-,-,5.6%,3.2%,64.9%,66.0%,48.8%,59.9%,44.3%,52.2%,1.11,W (New Haven)
2006,80,60,20,75.0%,121-58,67.6%,945-690,57.8%,14-7,66.7%,66,-,-,5.1%,3.4%,60.5%,66.0%,50.1%,59.7%,45.5%,52.6%,1.13,W (3x)
2005,46,29,17,63.0%,66-43,60.6%,560-458,55.0%,4-8,33.3%,21,-,-,6.3%,4.6%,53.8%,68.0%,47.7%,58.6%,47.9%,53.1%,1.16,F (Warsaw)
2004,83,60,23,72.3%,130-63,67.4%,1020-783,56.6%,13-8,61.9%,15,-,-,8.0%,3.2%,56.2%,67.9%,52.4%,61.1%,46.3%,53.6%,1.19,W (3x)
2003,38,22,16,57.9%,46-37,55.4%,421-373,53.0%,6-7,46.2%,9,-,-,5.7%,4.5%,58.2%,67.1%,50.6%,60.2%,44.1%,52.1%,1.11,SF (San Diego)
2002,31,22,9,71.0%,42-28,60.0%,336-307,52.3%,6-1,85.7%,0,,,,,,,,,,,,W (2x)
2001,4,2,2,50.0%,5-5,50.0%,53-51,51.0%,2-2,50.0%,0,,,,,,,,,,,,R16 (2x)
Career,945,611,334,64.7%,1327-857,60.8%,11132-9356,54.3%,130-107,54.9%,710,67.1%,36.8%,4.7%,4.0%,63.1%,65.0%,47.6%,58.6%,45.0%,51.7%,1.09,
