Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Wimbledon R128,L vs Pattinama Kerkhove,68.0%,41.2%,8.0%,2/2,2.27,0.0%,70.0%,33.3%,6.7%,2.34,0.0%,76.5%,53.8%,11.8%,2.23,0.0%
2021 Australian Open R128,W vs Strycova,79.6%,53.5%,3.7%,1/1,2.09,10.8%,83.9%,42.3%,3.2%,2.01,10.3%,85.0%,70.6%,5.0%,2.42,12.5%
2020 Doha SF,L vs Sabalenka,70.2%,42.5%,1.8%,1/0,2.60,4.0%,69.8%,40.0%,2.3%,2.61,5.4%,83.3%,50.0%,0.0%,2.58,0.0%
2020 Doha QF,W vs Bencic,72.4%,54.5%,2.6%,1/1,2.35,15.4%,66.7%,47.1%,2.0%,2.38,22.7%,100.0%,66.7%,4.8%,2.32,5.9%
2020 Australian Open R128,W vs Vondrousova,86.7%,62.5%,7.2%,3/3,2.41,28.1%,86.5%,64.4%,3.8%,2.49,41.9%,96.4%,59.3%,14.3%,2.26,0.0%
2019 Wuhan R16,L vs Svitolina,74.5%,34.3%,4.3%,0/2,2.39,6.1%,80.0%,29.2%,0.0%,2.39,10.7%,78.6%,45.5%,14.3%,2.39,0.0%
2019 Cincinnati F,L vs Keys,57.8%,54.2%,3.6%,2/1,2.42,1.7%,48.1%,50.0%,1.9%,2.36,2.5%,84.6%,59.1%,7.7%,2.56,0.0%
2019 Cincinnati SF,W vs Barty,72.5%,54.1%,2.0%,0/1,2.43,21.2%,70.4%,57.9%,0.0%,2.33,17.4%,85.7%,50.0%,4.8%,2.65,30.0%
2019 Toronto R16,L vs Halep,75.5%,40.0%,3.8%,2/0,2.76,2.2%,77.5%,38.7%,5.0%,2.64,2.8%,81.8%,44.4%,0.0%,3.19,0.0%
2019 Madrid R64,W vs Sabalenka,67.0%,40.7%,5.7%,4/1,2.37,9.0%,79.6%,39.5%,3.7%,2.54,11.4%,88.9%,43.8%,16.7%,2.03,4.3%
2018 US Open R128,L vs Williams,75.2%,50.6%,13.3%,9/6,2.38,2.4%,86.9%,43.4%,11.5%,2.47,2.0%,88.9%,62.5%,22.2%,2.24,3.0%
2018 Washington F,W vs Vekic,74.0%,47.3%,3.0%,3/0,2.55,0.0%,74.1%,41.9%,0.0%,2.50,0.0%,86.1%,54.8%,8.3%,2.62,0.0%
2018 Indian Wells R64,L vs Sabalenka,73.0%,45.7%,4.8%,2/1,2.54,3.0%,70.0%,39.3%,7.5%,2.62,3.4%,81.8%,55.6%,0.0%,1.93,0.0%
2017 Toronto R32,L vs Bellis,78.6%,41.8%,1.4%,0/1,2.46,6.1%,73.6%,35.9%,0.0%,2.40,8.3%,94.1%,56.3%,5.9%,2.53,4.0%
2017 Wimbledon QF,L vs Muguruza,73.8%,39.6%,3.1%,1/1,2.48,2.9%,69.0%,41.4%,2.4%,2.45,0.0%,90.5%,36.8%,4.8%,2.54,8.3%
2017 Roland Garros R16,L vs Wozniacki,91.6%,39.5%,0.0%,0/0,2.50,5.3%,93.2%,36.4%,0.0%,2.54,7.1%,100.0%,47.6%,0.0%,2.39,0.0%
2017 Roland Garros R64,W vs Dodin,70.0%,57.1%,12.7%,8/6,2.90,7.6%,78.1%,60.0%,12.5%,2.76,13.3%,90.0%,51.9%,20.0%,3.09,0.0%
2017 Stuttgart R16,L vs Siegemund,87.7%,45.1%,8.6%,1/6,2.63,9.9%,96.2%,43.1%,3.8%,2.60,12.0%,83.3%,50.0%,20.8%,2.70,4.8%
2017 Miami R64,W vs Minella,84.4%,71.1%,0.0%,0/0,2.44,2.4%,82.4%,75.0%,0.0%,2.59,3.2%,90.9%,60.0%,0.0%,1.97,0.0%
2017 Indian Wells F,L vs Vesnina,77.9%,55.8%,9.8%,5/7,2.66,9.9%,80.0%,44.6%,8.6%,2.76,11.7%,84.8%,71.8%,13.0%,2.46,6.5%
Career (73 matches),,75.9%,50.5%,5.7%,51.9%,2.46,8.4%,77.8%,47.1%,3.8%,2.44,11.3%,84.8%,56.4%,10.3%,2.49,3.1%
