Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,58,40,18,69.0%,7,6,1,85.7%,2002,2021,QF,48,1.16,5.5%,3.7%,60.8%,65.8%,47.3%,58.6%,48.2%,54.5%,47.7%
Roland Garros,20,Clay,72,53,19,73.6%,18,12,6,66.7%,2002,2021,W,68,1.14,4.0%,3.7%,63.5%,63.4%,49.6%,58.4%,47.5%,55.6%,49.7%
Wimbledon,18,Grass,49,31,18,63.3%,11,3,8,27.3%,2002,2021,QF,46,1.12,5.9%,4.6%,61.3%,67.1%,50.0%,60.5%,44.2%,55.7%,46.1%
US Open,17,Hard,54,38,16,70.4%,15,11,4,73.3%,2002,2019,W,47,1.12,6.2%,3.9%,61.5%,66.4%,47.8%,59.3%,45.8%,56.3%,46.9%
Olympics,3,,7,4,3,57.1%,3,1,2,33.3%,2004,2016,QF,2,1.20,2.6%,4.1%,65.8%,59.1%,50.0%,56.0%,53.0%,52.0%,53.6%
Fed Cup,9,,32,21,11,65.6%,4,1,3,25.0%,2004,2016,,5,1.10,6.5%,4.5%,65.7%,68.9%,38.9%,58.6%,45.6%,55.6%,45.1%
Miami,17,Hard,50,34,16,68.0%,15,6,9,40.0%,2003,2021,W,40,1.09,4.2%,3.2%,63.7%,64.4%,47.1%,58.1%,45.7%,55.6%,48.2%
Rome,16,Clay,41,25,16,61.0%,9,6,3,66.7%,2003,2020,F,32,1.05,4.4%,3.7%,64.1%,62.1%,44.9%,56.0%,46.4%,58.2%,47.1%
Indian Wells,15,Hard,43,28,15,65.1%,13,7,6,53.8%,2003,2018,F,32,1.06,3.3%,3.9%,65.8%,63.8%,48.6%,58.6%,43.9%,58.7%,48.1%
Dubai,14,Hard,38,24,14,63.2%,9,5,4,55.6%,2003,2021,F,29,1.04,4.1%,3.6%,63.2%,62.5%,48.1%,57.2%,44.7%,56.2%,45.6%
Moscow,13,Hard,35,24,11,68.6%,5,1,4,20.0%,2001,2019,W,25,1.12,4.0%,3.5%,64.4%,64.4%,49.5%,59.1%,46.0%,53.8%,45.8%
Beijing,12,Hard,34,24,10,70.6%,6,4,2,66.7%,2004,2019,W,22,1.14,4.9%,4.5%,61.8%,65.9%,47.8%,59.0%,46.8%,63.1%,41.6%
Sydney,12,Hard,34,23,11,67.6%,8,6,2,75.0%,2009,2017,W,31,1.12,5.2%,4.7%,60.1%,67.8%,46.6%,59.3%,45.6%,49.5%,43.4%
Doha,12,Hard,31,19,12,61.3%,5,1,4,20.0%,2003,2021,F,23,1.06,4.3%,3.4%,63.6%,62.4%,48.8%,57.4%,45.3%,53.5%,44.7%
Madrid,12,Clay,29,17,12,58.6%,11,7,4,63.6%,2001,2019,F,24,1.03,4.9%,3.3%,67.7%,65.8%,48.5%,60.2%,41.0%,55.6%,41.0%
Eastbourne,11,Grass,25,15,10,60.0%,9,9,0,100.0%,2004,2021,W,18,0.96,5.5%,5.9%,63.2%,65.1%,43.3%,57.0%,41.2%,47.5%,42.9%
