Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R128,W vs Volynets,13.7%,23.5%,61.4%,20.7%,34.5%,65.2%,66.7%,47.1%,-,4.5%,9.1%,57.1%,0.0%,18.2%,0.0%,-104
2026 Doha R32,L vs Muchova,17.2%,26.6%,42.9%,22.0%,36.6%,53.1%,68.4%,50.0%,83.3%,10.5%,10.5%,23.5%,25.0%,27.3%,33.3%,-19
2026 Australian Open R32,L vs Rybakina,24.1%,34.5%,38.9%,34.5%,51.7%,47.4%,64.3%,33.3%,33.3%,19.0%,23.8%,29.4%,63.6%,20.0%,0.0%,40
2026 Australian Open R128,W vs Joint,38.5%,47.7%,41.2%,52.3%,65.9%,42.9%,50.0%,34.6%,66.7%,13.3%,13.3%,38.5%,50.0%,57.1%,100.0%,-9
2026 Adelaide R16,L vs Keys,25.6%,32.6%,30.0%,42.3%,50.0%,33.3%,40.0%,50.0%,0.0%,0.0%,6.7%,26.7%,40.0%,40.0%,100.0%,-119
2025 Osaka F,L vs Fernandez,15.7%,30.1%,40.9%,14.0%,34.0%,41.9%,60.9%,14.8%,12.5%,20.7%,27.6%,39.1%,100.0%,6.7%,0.0%,42
2025 Osaka SF,W vs Cristian,20.2%,26.6%,56.9%,20.4%,31.5%,67.4%,65.2%,22.6%,0.0%,21.6%,21.6%,41.4%,0.0%,33.3%,40.0%,-13
2025 Osaka QF,W vs Danilovic,31.7%,37.8%,42.9%,38.6%,47.7%,48.1%,78.9%,36.0%,50.0%,29.0%,32.3%,36.4%,58.8%,7.1%,0.0%,118
2025 Osaka R16,W vs Mertens,33.3%,44.4%,58.8%,43.3%,60.0%,70.6%,46.7%,46.7%,0.0%,22.7%,27.3%,47.1%,0.0%,14.3%,0.0%,-3
2025 Osaka R32,W vs Eala,19.4%,41.8%,49.0%,22.7%,50.0%,52.9%,64.0%,42.1%,66.7%,15.0%,30.0%,41.2%,71.4%,0.0%,0.0%,31
2025 US Open R64,L vs Rybakina,28.4%,31.3%,41.5%,29.4%,32.4%,41.7%,75.0%,33.3%,50.0%,34.6%,38.5%,41.2%,25.0%,11.1%,33.3%,152
2025 US Open R128,W vs Bronzetti,28.9%,39.5%,51.9%,38.2%,49.1%,50.0%,57.7%,37.9%,25.0%,5.3%,15.8%,55.6%,0.0%,45.5%,66.7%,-64
2025 Prague SF,L vs Bouzkova,9.7%,12.9%,46.2%,12.1%,15.2%,55.2%,43.8%,23.5%,-,8.0%,12.0%,34.8%,58.3%,46.2%,33.3%,-39
2025 Prague R16,W vs Sramkova,22.2%,27.8%,50.0%,25.5%,29.1%,51.2%,47.8%,40.6%,14.3%,18.2%,27.3%,48.1%,5.6%,20.0%,-,-35
2025 Prague R32,W vs Ito,22.2%,31.1%,51.5%,22.6%,32.3%,50.0%,72.7%,55.0%,33.3%,25.0%,33.3%,55.6%,22.2%,66.7%,-,68
2025 Roland Garros R64,L vs Gauff,15.8%,19.3%,24.4%,20.5%,23.1%,29.0%,60.0%,20.8%,30.0%,6.7%,13.3%,14.3%,27.3%,75.0%,-,-55
Last 52 Weeks (16 matches),,23.0%,31.8%,46.2%,28.4%,40.0%,50.3%,60.4%,35.7%,33.3%,17.2%,22.4%,39.8%,34.7%,24.3%,30.0%,51
Career (16 matches),,23.0%,31.8%,46.2%,28.4%,40.0%,50.3%,60.4%,35.7%,33.3%,17.2%,22.4%,39.8%,34.7%,24.3%,30.0%,51
