Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R128,W vs Volynets,0.0%,-,12.6%,85.7%,19.0%,23.3%,50.0%,9.4%,44.4%,0.9%,50.0%,81,41
2026 Doha R32,L vs Muchova,0.0%,-,10.6%,81.8%,8.6%,29.4%,0.0%,10.0%,30.0%,2.0%,0.0%,-1,6
2026 Australian Open R32,L vs Rybakina,0.0%,-,5.9%,85.7%,12.9%,54.5%,0.0%,11.5%,25.0%,1.2%,100.0%,4,73
2026 Australian Open R128,W vs Joint,0.0%,-,4.2%,83.3%,11.5%,20.0%,0.0%,10.9%,35.7%,0.5%,0.0%,68,126
2026 Adelaide R16,L vs Keys,0.0%,-,4.2%,60.0%,8.8%,21.4%,0.0%,20.0%,33.3%,4.8%,16.7%,27,42
2025 Osaka F,L vs Fernandez,12.0%,50.0%,11.1%,61.1%,16.0%,35.3%,20.0%,14.5%,30.8%,1.7%,25.0%,65,32
2025 Osaka SF,W vs Cristian,0.0%,-,6.7%,69.2%,11.1%,24.4%,50.0%,11.4%,33.3%,2.4%,37.5%,72,33
2025 Osaka QF,W vs Danilovic,0.0%,-,5.6%,88.9%,14.1%,18.8%,50.0%,13.8%,30.8%,2.3%,20.0%,76,97
2025 Osaka R16,W vs Mertens,0.0%,-,6.1%,66.7%,15.6%,22.2%,0.0%,14.9%,38.5%,0.0%,-,68,79
2025 Osaka R32,W vs Eala,0.0%,-,8.2%,80.0%,26.5%,40.9%,0.0%,18.2%,28.6%,1.7%,66.7%,110,83
2025 US Open R64,L vs Rybakina,0.0%,-,3.5%,80.0%,6.2%,7.1%,0.0%,12.2%,38.5%,1.5%,0.0%,49,84
2025 US Open R128,W vs Bronzetti,0.0%,-,9.6%,70.6%,11.1%,25.8%,33.3%,9.7%,35.7%,2.9%,37.5%,152,144
2025 Prague SF,L vs Bouzkova,0.0%,-,8.3%,81.8%,16.9%,20.0%,50.0%,8.8%,31.6%,2.5%,16.7%,57,23
2025 Prague R16,W vs Sramkova,0.0%,-,3.4%,83.3%,9.2%,18.8%,0.0%,10.6%,22.2%,0.4%,0.0%,76,55
2025 Prague R32,W vs Ito,0.0%,-,8.7%,87.5%,13.6%,20.0%,0.0%,17.9%,50.0%,0.7%,0.0%,87,83
2025 Roland Garros R64,L vs Gauff,0.0%,-,12.6%,50.0%,2.9%,9.5%,0.0%,4.9%,15.8%,2.8%,33.3%,18,8
Last 52 Weeks (16 matches),,1.0%,50.0%,7.4%,74.4%,12.6%,24.0%,30.0%,11.5%,32.0%,1.8%,28.8%,67,62
Career (16 matches),,1.0%,50.0%,7.4%,74.4%,12.6%,24.0%,30.0%,11.5%,32.0%,1.8%,28.8%,67,62
