Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,13,9,59.1%,26-22,54.2%,245-220,52.7%,2-6,25.0%,22,66.8%,40.3%,4.1%,5.4%,60.3%,65.8%,45.2%,57.6%,45.9%,51.5%,1.08
Clay,2,1,1,50.0%,2-3,40.0%,23-26,46.9%,0-0,-,2,52.0%,41.7%,1.7%,4.0%,64.4%,57.1%,38.7%,50.6%,45.1%,48.1%,0.91
Grand Slams,7,4,3,57.1%,8-9,47.1%,79-86,47.9%,0-1,0.0%,7,58.5%,39.0%,3.9%,6.1%,60.9%,62.8%,40.8%,54.2%,45.5%,49.7%,0.99
Premiers,3,1,2,33.3%,1-4,20.0%,20-29,40.8%,0-0,-,3,53.8%,32.1%,7.7%,3.5%,58.0%,66.3%,36.7%,53.8%,43.7%,47.8%,0.95
Internationals,9,7,2,77.8%,15-6,71.4%,115-78,59.6%,1-1,50.0%,9,69.1%,50.5%,3.3%,4.7%,59.3%,65.6%,49.4%,59.0%,49.6%,54.3%,1.21
Finals,1,0,1,0.0%,1-2,33.3%,10-17,37.0%,0-0,-,1,46.2%,28.6%,0.0%,4.8%,60.2%,50.0%,45.5%,48.2%,39.2%,43.8%,0.76
Semi-finals,2,1,1,50.0%,2-3,40.0%,27-27,50.0%,0-1,0.0%,2,61.5%,40.7%,1.9%,4.5%,56.1%,68.2%,44.9%,58.0%,43.8%,50.6%,1.04
Quarter-finals,2,2,0,100.0%,4-1,80.0%,28-13,68.3%,0-0,-,2,75.0%,61.9%,6.0%,7.8%,56.0%,70.8%,52.9%,62.9%,57.6%,60.1%,1.55
vs Righties,18,10,8,55.6%,19-20,48.7%,193-192,50.1%,1-4,20.0%,18,64.1%,37.8%,4.0%,5.0%,59.6%,65.8%,44.1%,57.0%,44.9%,50.7%,1.04
vs Lefties,5,3,2,60.0%,7-5,58.3%,63-52,54.8%,1-2,33.3%,5,69.1%,42.1%,3.0%,6.2%,63.1%,62.5%,45.3%,56.1%,46.7%,51.6%,1.06
vs Top 10,4,0,4,0.0%,0-8,0.0%,25-49,33.8%,0-1,0.0%,4,37.1%,31.6%,4.0%,8.9%,56.9%,56.3%,33.0%,46.2%,43.3%,44.6%,0.80
