Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R128,W vs Volynets,4.7,5.5,4.0,61.2%,47.4%,57.1%,60.0%,60.4%,17.8%,18.5,14.3,-2.5,-3.5
2026 Doha R32,L vs Muchova,3.9,4.1,3.5,43.9%,22.2%,60.0%,30.0%,55.0%,14.7%,-1.0,-1.5,-0.5,-0.9
2026 Australian Open R32,L vs Rybakina,3.3,2.9,3.7,41.0%,44.0%,28.6%,66.7%,53.4%,24.0%,2.0,2.9,-6.5,-11.8
2026 Australian Open R128,W vs Joint,3.2,2.5,3.7,53.1%,65.4%,54.5%,28.6%,50.3%,11.8%,-0.5,-0.6,1.5,1.8
2026 Adelaide R16,L vs Keys,2.8,3.2,2.5,41.9%,58.3%,42.9%,0.0%,56.3%,25.5%,0.0,0.0,2.5,6.3
2025 Osaka F,L vs Fernandez,3.7,3.6,3.9,43.3%,44.7%,44.4%,44.4%,51.3%,23.0%,2.5,2.5,1.5,1.8
2025 Osaka SF,W vs Cristian,4.0,4.3,3.7,51.0%,55.0%,60.0%,61.5%,53.8%,13.7%,12.0,7.1,4.5,3.5
2025 Osaka QF,W vs Danilovic,3.2,2.8,3.6,53.5%,59.6%,54.5%,66.7%,46.0%,16.5%,2.0,2.4,3.0,3.3
2025 Osaka R16,W vs Mertens,3.2,3.3,3.2,64.1%,54.2%,42.9%,75.0%,46.9%,17.4%,4.0,7.1,5.0,9.1
2025 Osaka R32,W vs Eala,3.6,3.5,3.6,60.3%,55.6%,20.0%,50.0%,55.2%,12.8%,10.0,11.6,8.5,12.7
2025 US Open R64,L vs Rybakina,3.2,3.4,3.0,50.0%,48.1%,42.9%,14.3%,55.4%,5.7%,-6.0,-6.3,-0.5,-0.6
2025 US Open R128,W vs Bronzetti,3.6,3.4,3.8,50.5%,60.0%,45.0%,75.0%,52.0%,12.7%,-3.0,-2.2,-4.0,-3.4
2025 Prague SF,L vs Bouzkova,4.2,4.3,4.1,37.7%,38.7%,73.9%,55.6%,42.8%,8.9%,7.5,8.1,1.0,0.8
2025 Prague R16,W vs Sramkova,3.6,3.7,3.4,53.3%,49.0%,50.0%,75.0%,58.9%,9.7%,-4.0,-2.6,-1.5,-1.5
2025 Prague R32,W vs Ito,3.6,3.6,3.6,67.9%,56.0%,66.7%,40.0%,52.1%,19.1%,10.0,15.9,11.0,20.4
2025 Roland Garros R64,L vs Gauff,4.5,4.8,4.2,52.5%,38.1%,29.4%,28.6%,46.8%,16.5%,-2.0,-2.2,-9.0,-9.6
Last 52 Weeks (16 matches),,3.6,3.7,3.6,50.9%,51.1%,50.5%,49.2%,52.3%,15.0%,3.3,3.4,0.9,1.1
Career (16 matches),,3.6,3.7,3.6,50.9%,51.1%,50.5%,49.2%,52.3%,15.0%,3.3,3.4,0.9,1.1
