Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,2,0,2,0.0%,0-4,0.0%,9-25,26.5%,0-1,0.0%,1,42.9%,0.0%,1.7%,8.5%,64.4%,55.3%,38.1%,49.2%,26.1%,39.0%,0.51,
2018,16,7,9,43.8%,19-24,44.2%,195-218,47.2%,2-4,33.3%,16,67.2%,27.6%,3.7%,4.9%,59.8%,66.6%,44.7%,57.8%,40.4%,49.1%,0.96,QF (Newport)
2017,29,13,16,44.8%,37-39,48.7%,361-349,50.8%,5-3,62.5%,29,76.8%,24.1%,3.3%,3.5%,63.3%,69.4%,51.8%,62.9%,37.4%,50.2%,1.01,SF (Chennai)
2016,28,10,18,35.7%,33-45,42.3%,341-391,46.6%,5-3,62.5%,28,68.0%,24.9%,3.0%,4.0%,57.1%,64.2%,51.1%,58.6%,38.5%,48.6%,0.93,QF (2x)
2015,18,8,10,44.4%,24-28,46.2%,238-265,47.3%,4-2,66.7%,16,72.7%,19.1%,3.3%,3.4%,59.1%,66.5%,51.6%,60.4%,37.6%,49.1%,0.95,QF (Atlanta)
2014,36,16,20,44.4%,40-52,43.5%,416-439,48.7%,5-9,35.7%,32,72.8%,23.7%,2.5%,4.5%,60.8%,66.8%,52.1%,61.0%,37.6%,49.4%,0.97,F (Atlanta)
2013,15,5,10,33.3%,15-28,34.9%,171-231,42.5%,3-2,60.0%,12,64.6%,26.6%,1.7%,3.9%,61.1%,63.4%,47.5%,57.2%,39.9%,48.3%,0.93,QF (Chennai)
2012,33,13,20,39.4%,34-50,40.5%,386-418,48.0%,4-8,33.3%,30,73.8%,22.4%,3.1%,3.5%,61.1%,67.4%,50.9%,61.0%,38.0%,49.2%,0.97,SF (Delray Beach)
2011,23,8,15,34.8%,28-38,42.4%,306-321,48.8%,3-8,27.3%,19,73.0%,22.4%,4.0%,4.1%,58.0%,67.1%,50.2%,60.0%,37.4%,48.7%,0.94,R16 (3x)
2010,36,16,20,44.4%,38-51,42.7%,409-460,47.1%,8-7,53.3%,32,72.5%,23.5%,3.0%,3.9%,58.5%,67.8%,50.1%,60.4%,38.4%,49.3%,0.97,SF (Chennai)
2009,40,18,22,45.0%,53-58,47.7%,509-530,49.0%,7-3,70.0%,35,71.4%,25.6%,2.8%,3.0%,60.5%,66.5%,50.9%,60.3%,38.7%,49.3%,0.97,SF (Memphis)
2008,39,17,22,43.6%,45-52,46.4%,468-476,49.6%,8-7,53.3%,33,72.9%,23.1%,2.2%,3.4%,62.8%,66.2%,49.1%,59.8%,38.2%,49.1%,0.95,F (Beijing)
2007,16,10,6,62.5%,27-22,55.1%,240-240,50.0%,4-2,66.7%,10,70.0%,28.2%,4.6%,4.3%,61.5%,66.9%,48.7%,59.9%,41.0%,50.2%,1.02,QF (Tokyo)
2006,2,0,2,0.0%,1-6,14.3%,25-40,38.5%,0-2,0.0%,0,,,,,,,,,,,,
2005,3,1,2,33.3%,4-6,40.0%,40-54,42.6%,1-1,50.0%,1,27.3%,16.7%,0.0%,6.3%,62.0%,40.8%,40.0%,40.5%,37.3%,39.0%,0.63,
Career,336,142,194,42.3%,398-503,44.2%,4114-4457,48.0%,59-62,48.8%,294,71.6%,24.0%,3.0%,3.8%,60.3%,66.6%,50.2%,60.1%,38.4%,49.2%,0.96,
