Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Busan CH R32,L vs Baghdatis,1.15,0.94,58.2,4.3,2.0%,51.0%,0.0%,48.9%,47.4%,34.3%
2019 Busan CH R64,W vs Song,1.05,1.28,57.8,5.5,2.1%,61.7%,0.0%,65.9%,45.8%,41.9%
2019 Zhuhai CH R32,W vs Brancaccio,1.08,1.34,55.9,2.2,0.0%,62.9%,2.9%,64.7%,47.2%,42.9%
2019 Yokohama CH QF,L vs Sugita,0.75,0.87,67.7,7.1,9.1%,75.0%,5.3%,60.5%,33.3%,40.5%
2019 Yokohama CH R16,W vs Rola,1.27,2.18,34.8,2.1,0.0%,60.9%,0.0%,76.2%,43.5%,66.7%
2019 Bangkok CH SF,L vs Davidovich Fokina,1.00,0.90,81.1,5.8,3.1%,53.1%,3.3%,54.1%,38.9%,44.9%
2019 Bangkok CH QF,W vs Li,1.29,2.72,29.1,2.0,13.0%,87.0%,20.0%,65.0%,37.0%,61.5%
2019 Bangkok CH R16,W vs Aragone,1.00,1.32,53.8,3.4,6.1%,60.6%,3.2%,51.6%,54.5%,61.3%
2019 Bangkok CH R32,W vs Couacaud,1.02,1.42,42.0,3.0,6.7%,70.0%,3.7%,48.1%,55.6%,57.1%
2019 Bangkok CH F,L vs Laaksonen,0.94,0.31,33.4,2.1,0.0%,46.7%,3.7%,66.7%,13.0%,15.8%
2019 Bangkok CH QF,W vs Kamke,1.43,1.26,54.2,5.2,3.9%,54.9%,0.0%,62.5%,28.9%,45.5%
2019 Bangkok CH R16,W vs Purcell,1.02,1.72,49.0,2.4,0.0%,69.2%,0.0%,68.0%,57.7%,48.0%
2019 Bangkok CH R32,W vs Grigelis,0.86,1.30,49.0,4.2,2.3%,72.1%,2.5%,65.0%,40.4%,54.5%
2019 Launceston CH SF,L vs Harris,0.84,0.60,40.5,2.1,0.0%,48.4%,6.7%,60.0%,39.3%,25.0%
2019 Launceston CH QF,W vs Purcell,0.91,1.29,65.4,3.2,5.3%,76.3%,3.0%,63.6%,40.0%,44.4%
2019 Launceston CH R32,W vs Harris,1.39,1.65,32.9,2.0,2.4%,57.1%,10.0%,62.5%,48.5%,46.9%
2019 Burnie CH R32,L vs Majchrzak,0.95,0.71,48.2,2.1,4.8%,59.5%,0.0%,50.0%,27.0%,40.6%
2019 Burnie CH R64,W vs Lamasine,1.11,1.40,52.3,4.6,4.5%,63.6%,0.0%,53.7%,48.8%,55.0%
2018 Newport QF,L vs Johnson,0.66,0.45,32.0,2.0,0.0%,56.5%,0.0%,47.4%,32.3%,32.1%
2018 Newport R16,W vs Karlovic,0.97,1.21,71.6,2.7,3.5%,61.4%,4.2%,77.1%,33.9%,45.1%
2019 (18 matches),,1.05,1.17,53.0,3.0,3.6%,61.9%,3.1%,59.5%,41.6%,46.3%
2018 (26 matches),,1.01,0.94,51.8,2.9,3.0%,58.9%,2.9%,55.0%,39.1%,41.0%
2017 (45 matches),,1.04,1.11,48.1,2.7,3.7%,64.9%,3.2%,61.6%,39.6%,39.0%
2016 (55 matches),,1.03,1.13,52.1,2.6,4.6%,61.3%,3.5%,62.1%,42.0%,42.3%
2015 (30 matches),,1.01,1.11,53.4,2.8,2.2%,63.5%,2.3%,62.5%,41.5%,39.7%
Career (295 matches),,1.03,1.08,51.6,2.7,3.2%,62.2%,3.0%,60.6%,40.2%,40.7%
