Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,4,0,4,0.0%,3-7,30.0%,49-52,48.5%,0-1,0.0%,4,66.7%,30.0%,2.8%,4.4%,66.5%,60.8%,51.4%,57.7%,39.4%,48.5%,0.93,R32 (2x)
2019,50,34,16,68.0%,68-34,66.7%,530-405,56.7%,5-4,55.6%,50,78.4%,35.4%,3.2%,3.9%,63.6%,69.3%,52.3%,63.1%,43.4%,53.2%,1.18,W (Little Rock)
2018,11,5,6,45.5%,12-14,46.2%,105-120,46.7%,1-1,50.0%,11,63.7%,29.1%,2.3%,5.6%,57.5%,61.2%,51.4%,57.1%,39.8%,48.6%,0.93,QF (2x)
2017,25,19,6,76.0%,39-15,72.2%,300-217,58.0%,5-3,62.5%,25,76.7%,38.7%,3.2%,4.1%,61.1%,68.0%,52.6%,62.0%,44.5%,53.2%,1.17,W (2x)
2016,33,25,8,75.8%,54-20,73.0%,395-277,58.8%,4-5,44.4%,33,79.6%,37.6%,4.9%,3.4%,60.3%,71.6%,52.5%,64.0%,44.5%,54.0%,1.24,W (Shenzhen)
2015,31,22,9,71.0%,48-24,66.7%,404-309,56.7%,7-9,43.8%,31,79.8%,33.9%,2.4%,3.1%,65.2%,68.6%,55.2%,63.9%,43.0%,53.3%,1.19,W (3x)
2014,11,6,5,54.5%,14-10,58.3%,114-102,52.8%,1-2,33.3%,11,72.7%,32.4%,1.7%,3.3%,62.9%,65.1%,55.5%,61.5%,41.5%,51.3%,1.08,F (Helsinki)
2013,42,32,10,76.2%,62-25,71.3%,461-322,58.9%,4-2,66.7%,40,75.8%,42.2%,2.7%,4.4%,60.4%,68.6%,51.7%,61.9%,45.7%,53.6%,1.20,W (3x)
2012,28,18,10,64.3%,40-23,63.5%,329-281,53.9%,3-4,42.9%,28,77.4%,30.5%,3.1%,4.0%,60.9%,68.2%,52.8%,62.2%,41.6%,51.7%,1.10,W (Bangkok)
2011,35,27,8,77.1%,56-22,71.8%,421-316,57.1%,5-5,50.0%,30,85.8%,31.8%,4.1%,2.8%,60.4%,72.7%,56.8%,66.4%,42.6%,54.0%,1.27,W (3x)
2010,20,17,3,85.0%,35-10,77.8%,252-182,58.1%,5-1,83.3%,20,82.0%,32.7%,3.7%,3.7%,56.5%,69.7%,59.1%,65.1%,41.8%,53.3%,1.20,W (2x)
2009,10,6,4,60.0%,12-7,63.2%,102-72,58.6%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2008,24,16,8,66.7%,34-19,64.2%,278-235,54.2%,4-2,66.7%,0,,,,,,,,,,,,W (Vancouver)
2007,52,38,14,73.1%,81-39,67.5%,643-483,57.1%,7-10,41.2%,0,,,,,,,,,,,,W (3x)
2006,31,15,16,48.4%,33-36,47.8%,311-327,48.7%,4-1,80.0%,0,,,,,,,,,,,,SF (Kyoto)
2005,32,21,11,65.6%,44-28,61.1%,373-318,54.0%,3-9,25.0%,0,,,,,,,,,,,,W (2x)
2004,28,15,13,53.6%,38-31,55.1%,340-281,54.8%,1-8,11.1%,0,,,,,,,,,,,,SF (Covington)
2003,10,7,3,70.0%,14-8,63.6%,120-92,56.6%,1-3,25.0%,0,,,,,,,,,,,,W (Togliatti)
Career,477,323,154,67.7%,687-372,64.9%,5527-4391,55.7%,60-71,45.8%,283,78.2%,35.1%,3.3%,3.8%,61.4%,68.9%,53.8%,63.1%,43.2%,53.0%,1.17,
