Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Acapulco R32,W vs Sela,52.6%,45.0%,6.6%,1/4,2.35,5.6%,48.0%,37.5%,4.0%,2.34,10.0%,76.2%,56.3%,14.3%,2.35,0.0%
2017 Chennai SF,L vs Medvedev,72.9%,44.3%,2.1%,1/1,2.32,13.6%,71.2%,40.5%,3.4%,2.25,16.7%,80.0%,50.0%,0.0%,2.50,5.6%
2016 Istanbul CH F,L vs Jaziri,58.2%,46.9%,1.8%,0/1,2.26,9.6%,55.2%,50.0%,0.0%,2.43,14.3%,69.6%,43.8%,4.3%,2.06,4.2%
2016 Olympics R64,W vs Dzumhur,69.8%,59.1%,3.2%,1/1,2.39,14.3%,76.9%,56.7%,5.1%,2.42,18.8%,77.8%,64.3%,0.0%,2.35,8.3%
2016 Washington R64,L vs Fritz,62.2%,52.2%,6.8%,3/2,2.73,0.0%,45.0%,44.4%,5.0%,2.69,0.0%,87.5%,57.1%,9.4%,2.78,0.0%
2016 Washington R64,L vs Fritz,62.2%,52.2%,6.8%,3/2,2.73,0.0%,45.0%,44.4%,5.0%,2.69,0.0%,87.5%,57.1%,9.4%,2.78,0.0%
2015 Andria CH R32,W vs Bossel,78.6%,69.7%,4.8%,0/2,2.50,23.1%,73.9%,52.9%,0.0%,2.57,35.7%,88.9%,87.5%,11.1%,2.42,8.3%
2014 Atlanta F,L vs Isner,48.3%,50.0%,10.3%,5/1,2.41,8.8%,30.3%,50.0%,3.0%,2.21,12.5%,78.3%,50.0%,21.7%,2.90,0.0%
2014 Dusseldorf R32,L vs Davydenko,80.8%,40.5%,7.7%,1/3,2.55,2.4%,80.6%,40.0%,9.7%,2.82,4.5%,85.0%,41.2%,5.0%,2.25,0.0%
Career (9 matches),,64.6%,50.4%,5.4%,46.9%,2.44,8.8%,58.1%,45.5%,4.1%,2.44,12.8%,81.5%,55.8%,8.1%,2.44,3.0%
