Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 Wimbledon R128,L vs Nadal,97.4,102.2,5.2,103.8,99.5,112,93,90.2,4.7,90.4,91.8,100,81
2017 US Open R64,L vs Querrey,96.2,101.8,6.9,105.0,98.1,111,80,89.3,5.0,92.1,80.0,98,80
2017 Wimbledon R32,L vs Dimitrov,95.9,102.9,4.3,106.8,101.8,111,92,87.1,4.7,88.3,89.0,94,78
2017 Wimbledon R64,W vs Isner,94.6,97.9,7.0,103.2,94.9,110,78,88.0,7.5,89.8,86.8,130,76
2016 Wimbledon R128,L vs Ferrer,98.6,102.4,6.4,105.9,100.3,112,82,89.9,5.0,91.7,90.5,96,73
2016 Roland Garros R128,L vs Brown,92.1,99.4,7.0,,,111,74,82.2,7.5,,,96,65
2016 Australian Open R32,L vs Kuznetsov,98.2,103.9,5.8,,,113,83,87.3,5.9,,,98,75
2016 Australian Open R64,W vs Verdasco,96.5,104.6,4.9,,,113,93,86.6,5.4,,,101,72
2015 Roland Garros R64,L vs Tsonga,95.7,101.3,5.8,,,110,87,84.6,5.4,,,98,77
2015 Roland Garros R128,W vs Kukushkin,94.7,98.6,6.3,,,109,77,87.3,5.9,,,98,74
2015 Australian Open R32,L vs Nadal,95.3,101.9,6.0,,,112,90,85.4,4.0,,,97,78
2014 US Open R64,L vs Dimitrov,93.2,100.1,7.5,,,111,75,83.7,5.5,,,97,74
2014 US Open R128,W vs Berlocq,92.0,98.7,7.7,,,110,69,79.9,7.1,,,92,64
2012 Roland Garros R128,L vs Berdych,99.5,,,,,111,,,,,,,81
2011 US Open R64,L vs Federer,96.8,103.5,5.7,,,111,84,86.1,5.3,,,97,71
2011 Australian Open R128,L vs Del Potro,94.2,101.4,4.0,,,108,88,86.0,5.6,,,96,73
Career (16 matches),,95.3,101.0,6.2,104.2,97.8,113,69,85.9,5.9,90.7,88.1,130,64
