Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Acapulco R32,W vs Sela,1.3%,100.0%,7.0%,63.6%,21.4%,22.2%,100.0%,18.9%,50.0%,2.7%,20.0%,-55,-41
2017 Chennai SF,L vs Medvedev,0.0%,-,14.4%,70.4%,6.3%,6.7%,0.0%,18.3%,75.0%,2.2%,25.0%,-36,-33
2016 Istanbul CH F,L vs Jaziri,1.4%,100.0%,8.6%,81.8%,7.2%,0.0%,0.0%,8.0%,23.1%,2.0%,100.0%,96,78
2016 Olympics R64,W vs Dzumhur,7.1%,80.0%,20.1%,59.3%,9.2%,8.0%,0.0%,10.9%,21.7%,3.7%,22.2%,-11,-22
2016 Washington R64,L vs Fritz,3.2%,50.0%,8.7%,75.0%,6.2%,12.5%,0.0%,11.9%,16.7%,3.3%,0.0%,-20,25
2016 Washington R64,L vs Fritz,3.2%,50.0%,8.7%,75.0%,6.2%,12.5%,0.0%,11.9%,16.7%,3.3%,0.0%,-20,25
2015 Andria CH R32,W vs Bossel,0.0%,-,6.4%,100.0%,26.7%,60.0%,50.0%,25.8%,0.0%,3.6%,0.0%,35,23
2014 Atlanta F,L vs Isner,0.0%,-,0.9%,100.0%,19.2%,66.7%,0.0%,29.2%,80.0%,0.0%,-,-68,-62
2014 Dusseldorf R32,L vs Davydenko,2.0%,0.0%,1.0%,0.0%,11.5%,25.0%,0.0%,2.0%,0.0%,2.2%,50.0%,-6,-10
Career (9 matches),,2.1%,66.7%,9.1%,70.1%,10.3%,13.1%,13.3%,13.5%,32.6%,2.7%,23.9%,-11,-4
