Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,236,106,130,44.9%,294-329,47.2%,2880-3006,48.9%,39-44,47.0%,203,72.1%,25.3%,3.1%,3.9%,60.1%,66.6%,50.5%,60.2%,39.0%,49.5%,0.98
Clay,44,8,36,18.2%,33-91,26.6%,471-674,41.1%,7-6,53.8%,37,61.3%,20.9%,1.8%,3.6%,60.8%,61.3%,45.6%,55.1%,37.0%,46.1%,0.82
Grass,54,26,28,48.1%,65-79,45.1%,708-731,49.2%,13-12,52.0%,54,76.6%,21.4%,3.4%,3.6%,61.0%,70.1%,52.4%,63.2%,36.9%,50.0%,1.00
Carpet,2,2,0,100.0%,6-4,60.0%,55-46,54.5%,0-0,-,0,,,,,,,,,,,
Grand Slams,64,23,41,35.9%,93-141,39.7%,1016-1189,46.1%,15-14,51.7%,64,68.7%,23.5%,2.7%,3.2%,61.2%,65.4%,49.2%,59.1%,38.0%,48.5%,0.93
Masters,28,11,17,39.3%,27-37,42.2%,285-308,48.1%,2-3,40.0%,28,70.4%,26.2%,1.8%,4.0%,60.0%,64.9%,48.7%,58.4%,38.7%,48.7%,0.93
Other Tours,199,87,112,43.7%,204-244,45.5%,2086-2214,48.5%,33-32,50.8%,197,73.5%,23.7%,3.4%,4.1%,59.8%,67.6%,51.1%,61.0%,38.4%,49.6%,0.98
Best of 5,102,41,61,40.2%,160-213,42.9%,1664-1852,47.3%,23-24,48.9%,66,68.2%,23.6%,2.6%,3.2%,61.4%,65.0%,49.0%,58.8%,37.9%,48.3%,0.92
Best of 3,234,101,133,43.2%,238-290,45.1%,2450-2605,48.5%,36-38,48.6%,228,73.2%,24.1%,3.2%,4.1%,59.9%,67.3%,50.7%,60.7%,38.6%,49.6%,0.98
Finals,2,0,2,0.0%,1-4,20.0%,21-30,41.2%,1-0,100.0%,2,79.2%,3.8%,2.8%,3.5%,64.1%,75.8%,52.9%,67.6%,29.3%,46.9%,0.91
Semi-finals,6,2,4,33.3%,7-9,43.8%,77-80,49.0%,0-2,0.0%,6,76.9%,22.1%,2.3%,2.7%,64.5%,66.9%,53.8%,62.2%,38.4%,50.2%,1.02
Quarter-finals,21,6,15,28.6%,17-32,34.7%,220-268,45.1%,3-3,50.0%,21,70.4%,19.8%,2.5%,4.0%,56.8%,67.7%,50.0%,60.0%,36.1%,47.9%,0.90
vs Righties,287,121,166,42.2%,339-428,44.2%,3511-3800,48.0%,52-56,48.1%,252,72.0%,23.8%,2.9%,3.8%,60.7%,66.7%,50.3%,60.3%,38.2%,49.2%,0.96
vs Lefties,47,20,27,42.6%,54-72,42.9%,567-623,47.6%,7-6,53.8%,41,70.2%,24.6%,3.5%,4.0%,58.0%,66.7%,49.7%,59.5%,39.1%,49.2%,0.97
vs Top 10,18,3,15,16.7%,9-43,17.3%,175-299,36.9%,4-1,80.0%,15,59.0%,11.5%,2.1%,3.1%,59.2%,61.7%,46.3%,55.4%,31.6%,43.5%,0.71
