Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Nottingham R32,L vs Kartal,0.0%,-,11.6%,62.5%,6.5%,5.6%,0.0%,12.5%,46.2%,2.5%,28.6%,35,-1
2024 Roland Garros R128,L vs Swiatek,0.0%,-,4.8%,50.0%,2.7%,0.0%,0.0%,5.7%,0.0%,3.5%,25.0%,-181,-165
2023 Roland Garros R64,L vs Avanesyan,1.9%,100.0%,7.2%,85.7%,9.2%,15.0%,0.0%,5.7%,25.0%,3.6%,0.0%,-79,-100
2023 Roland Garros R128,W vs Birrell,0.0%,-,7.7%,64.7%,7.7%,11.4%,0.0%,12.1%,38.9%,3.2%,16.7%,-77,-69
2022 Montevideo F,L vs Shnaider,1.5%,100.0%,15.8%,76.2%,14.6%,27.8%,16.7%,17.5%,14.3%,2.5%,33.3%,27,42
2022 Roland Garros R128,W vs Parrizas Diaz,1.9%,100.0%,5.9%,85.7%,12.5%,31.8%,0.0%,9.2%,28.6%,4.9%,64.3%,-74,-42
Last 52 Weeks (1 matches),,0.0%,-,11.6%,62.5%,6.5%,5.6%,0.0%,12.5%,46.2%,2.5%,28.6%,35,-1
Career (6 matches),,0.7%,100.0%,9.1%,70.8%,9.4%,16.1%,13.0%,11.1%,28.2%,3.3%,29.3%,-52,-50
