Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Nottingham R32,L vs Kartal,0.98,0.67,52.0,2.0,2.6%,66.7%,0.0%,42.1%,18.8%,44.8%
2024 Roland Garros R128,L vs Swiatek,1.02,0.50,39.5,2.0,0.0%,44.0%,0.0%,33.3%,31.6%,27.8%
2023 Roland Garros R64,L vs Avanesyan,1.23,0.49,43.8,2.1,0.0%,28.6%,0.0%,62.5%,20.8%,23.8%
2023 Roland Garros R128,W vs Birrell,1.00,1.13,74.8,4.0,3.4%,61.0%,0.0%,41.5%,55.2%,53.8%
2022 Montevideo 125 F,L vs Shnaider,0.80,0.71,46.6,2.0,2.9%,61.8%,0.0%,41.2%,47.1%,38.7%
2022 Roland Garros R128,W vs Parrizas Diaz,1.02,1.47,48.7,3.0,3.4%,65.5%,7.4%,59.3%,60.6%,46.7%
2014 Perigueux 25K R32,W vs Cascino,1.04,1.28,61.9,3.0,2.6%,53.8%,0.0%,62.9%,47.2%,55.9%
2013 Borriol 10K F,L vs Marfutina,0.86,0.82,57.7,16.5,0.0%,51.0%,0.0%,53.3%,45.7%,45.5%
2013 Borriol 10K R16,W vs Mindiyarova,1.02,1.72,41.5,2.1,0.0%,58.3%,0.0%,66.7%,65.2%,61.9%
2013 Borriol 10K R32,W vs Nagymihaly,1.21,1.44,44.9,2.2,0.0%,60.0%,0.0%,47.2%,59.4%,50.0%
2013 Clermont Ferrand 25K R16,L vs Zanevska,0.93,0.77,56.3,2.9,0.0%,47.5%,0.0%,51.4%,55.9%,27.3%
2013 Saint Malo 25K R32,W vs Zander,1.08,1.29,61.6,2.4,2.3%,72.7%,0.0%,56.1%,38.3%,46.5%
2013 Mont De Marsan 25K R16,L vs Laisne,1.01,0.78,53.9,3.2,0.0%,42.9%,2.4%,46.3%,46.4%,38.5%
2025 (1 matches),,0.98,0.67,52.0,2.0,2.6%,66.7%,0.0%,42.1%,18.8%,44.8%
2024 (1 matches),,1.02,0.50,39.5,2.0,0.0%,44.0%,0.0%,33.3%,31.6%,27.8%
2023 (2 matches),,1.07,0.95,65.3,2.8,2.3%,50.6%,0.0%,48.1%,45.1%,45.2%
2022 (2 matches),,0.91,1.01,47.6,2.4,3.2%,63.5%,3.3%,49.2%,53.7%,42.6%
2014 (1 matches),,1.04,1.28,61.9,3.0,2.6%,53.8%,0.0%,62.9%,47.2%,55.9%
Career (13 matches),,1.01,0.98,54.9,2.6,1.4%,55.7%,0.7%,50.3%,46.4%,44.4%
